"동별(1)","동별(2)",항목,2025 3/4,2025 3/4,2025 3/4,2025 3/4,2025 3/4,2025 4/4,2025 4/4,2025 4/4,2025 4/4,2025 4/4
"성북구","돈암2동",등록외국인,3,1,2,-,-,3,1,2,-,-
"성북구","안암동",계,708,533,425,373,194,693,547,414,381,191
"성북구","안암동",한국인,697,531,422,373,194,683,546,411,381,191
"성북구","안암동",등록외국인,11,2,3,-,-,10,1,3,-,-
"성북구","보문동",계,1000,667,541,400,215,1014,660,547,388,209
"성북구","보문동",한국인,994,663,538,400,215,1008,656,544,388,209
"성북구","보문동",등록외국인,6,4,3,-,-,6,4,3,-,-
"성북구","정릉1동",계,1141,862,711,530,268,1173,869,711,522,273
"성북구","정릉1동",한국인,1134,860,707,530,268,1166,867,707,522,273
"성북구","정릉1동",등록외국인,7,2,4,-,-,7,2,4,-,-
"성북구","정릉2동",계,1752,1239,961,713,378,1734,1263,960,704,379
"성북구","정릉2동",한국인,1743,1237,961,712,378,1727,1261,960,703,379
"성북구","정릉2동",등록외국인,9,2,-,1,-,7,2,-,1,-
"성북구","정릉3동",계,1040,760,636,492,281,1038,802,636,489,275
"성북구","정릉3동",한국인,1040,760,636,491,281,1038,802,636,488,275
"성북구","정릉3동",등록외국인,-,-,-,1,-,-,-,-,1,-
"성북구","정릉4동",계,1810,1378,1054,818,403,1826,1387,1084,799,413
"성북구","정릉4동",한국인,1807,1377,1054,818,402,1822,1387,1084,799,412
"성북구","정릉4동",등록외국인,3,1,-,-,1,4,-,-,-,1
"성북구","길음1동",계,1703,1270,1027,789,377,1696,1332,1031,788,381
"성북구","길음1동",한국인,1698,1264,1026,789,377,1690,1326,1030,788,381
"성북구","길음1동",등록외국인,5,6,1,-,-,6,6,1,-,-
"성북구","길음2동",계,1234,888,632,409,215,1222,901,650,406,216
"성북구","길음2동",한국인,1228,884,629,408,215,1217,897,647,405,216
"성북구","길음2동",등록외국인,6,4,3,1,-,5,4,3,1,-
"성북구","종암동",계,2593,1722,1464,1094,689,2620,1773,1459,1074,705
"성북구","종암동",한국인,2586,1719,1460,1092,688,2613,1770,1455,1072,704
"성북구","종암동",등록외국인,7,3,4,2,1,7,3,4,2,1
"성북구","월곡1동",계,1845,1361,1015,794,379,1842,1391,1022,795,389
"성북구","월곡1동",한국인,1836,1355,1015,794,379,1835,1385,1022,795,389
"성북구","월곡1동",등록외국인,9,6,-,-,-,7,6,-,-,-
"성북구","월곡2동",계,1317,994,775,572,333,1322,1004,797,565,334
"성북구","월곡2동",한국인,1313,990,774,572,332,1319,1000,796,565,334
"성북구","월곡2동",등록외국인,4,4,1,-,1,3,4,1,-,-
"성북구","장위1동",계,1769,1182,818,613,323,1770,1220,818,615,321
"성북구","장위1동",한국인,1764,1179,816,613,323,1765,1218,816,615,321
"성북구","장위1동",등록외국인,5,3,2,-,-,5,2,2,-,-
"성북구","장위2동",계,1197,948,736,502,250,1196,959,740,497,258
"성북구","장위2동",한국인,1195,946,736,502,250,1194,957,740,497,258
"성북구","장위2동",등록외국인,2,2,-,-,-,2,2,-,-,-
"성북구","장위3동",계,1150,754,500,333,172,1158,781,518,325,167
"성북구","장위3동",한국인,1148,754,500,333,172,1157,781,518,325,167
"성북구","장위3동",등록외국인,2,-,-,-,-,1,-,-,-,-
"성북구","석관동",계,2766,2027,1598,1183,560,2786,2065,1615,1163,560
"성북구","석관동",한국인,2751,2018,1596,1181,558,2770,2057,1613,1161,558
"성북구","석관동",등록외국인,15,9,2,2,2,16,8,2,2,2
"강북구","소계",계,23654,17755,14128,10786,5375,23883,18001,14328,10689,5429
"강북구","소계",한국인,23540,17707,14106,10777,5373,23771,17956,14306,10681,5427
"강북구","소계",등록외국인,114,48,22,9,2,112,45,22,8,2
"강북구","삼양동",계,2027,1468,1128,821,417,2045,1478,1155,827,408
"강북구","삼양동",한국인,2021,1466,1127,821,417,2037,1477,1154,827,408
"강북구","삼양동",등록외국인,6,2,1,-,-,8,1,1,-,-
"강북구","미아동",계,1787,1269,947,768,397,1785,1280,983,757,403
"강북구","미아동",한국인,1768,1262,946,767,395,1768,1273,982,757,401
"강북구","미아동",등록외국인,19,7,1,1,2,17,7,1,-,2
"강북구","송중동",계,2300,1792,1225,968,442,2330,1800,1224,971,452
"강북구","송중동",한국인,2286,1781,1220,968,442,2314,1790,1219,971,452
"강북구","송중동",등록외국인,14,11,5,-,-,16,10,5,-,-
"강북구","송천동",계,2171,1550,1269,883,456,2167,1590,1290,873,463
"강북구","송천동",한국인,2155,1541,1266,880,456,2150,1581,1287,870,463
"강북구","송천동",등록외국인,16,9,3,3,-,17,9,3,3,-
"강북구","삼각산동",계,1803,1344,1012,720,378,1807,1363,1040,708,389
"강북구","삼각산동",한국인,1792,1343,1010,719,378,1797,1362,1038,707,389
"강북구","삼각산동",등록외국인,11,1,2,1,-,10,1,2,1,-
"강북구","번1동",계,1212,905,762,534,280,1239,915,778,525,269
"강북구","번1동",한국인,1201,904,758,534,280,1229,914,774,525,269
"강북구","번1동",등록외국인,11,1,4,-,-,10,1,4,-,-
"강북구","번2동",계,1342,1050,970,736,329,1380,1049,986,728,334
"강북구","번2동",한국인,1342,1048,970,735,329,1380,1047,986,727,334
"강북구","번2동",등록외국인,-,2,-,1,-,-,2,-,1,-
"강북구","번3동",계,1361,1167,1190,985,367,1357,1174,1208,970,361
"강북구","번3동",한국인,1356,1166,1190,985,367,1352,1173,1208,970,361
"강북구","번3동",등록외국인,5,1,-,-,-,5,1,-,-,-
"강북구","수유1동",계,1748,1255,944,711,343,1761,1294,948,701,344
"강북구","수유1동",한국인,1736,1253,944,711,343,1751,1292,948,701,344
"강북구","수유1동",등록외국인,12,2,-,-,-,10,2,-,-,-
"강북구","수유2동",계,1793,1378,1067,877,483,1836,1401,1080,877,482
"강북구","수유2동",한국인,1789,1375,1065,877,483,1832,1398,1078,877,482
"강북구","수유2동",등록외국인,4,3,2,-,-,4,3,2,-,-
"강북구","수유3동",계,1804,1306,1050,790,381,1846,1329,1044,790,386
"강북구","수유3동",한국인,1797,1302,1049,789,381,1840,1326,1043,789,386
"강북구","수유3동",등록외국인,7,4,1,1,-,6,3,1,1,-
"강북구","우이동",계,1710,1349,1000,876,456,1730,1380,1020,871,471
"강북구","우이동",한국인,1708,1346,997,876,456,1728,1377,1017,871,471
"강북구","우이동",등록외국인,2,3,3,-,-,2,3,3,-,-
"강북구","인수동",계,2596,1922,1564,1117,646,2600,1948,1572,1091,667
"강북구","인수동",한국인,2589,1920,1564,1115,646,2593,1946,1572,1089,667
"강북구","인수동",등록외국인,7,2,-,2,-,7,2,-,2,-
"도봉구","소계",계,26642,18885,13749,10268,5568,26908,19258,13929,10193,5639
"도봉구","소계",한국인,26591,18860,13740,10267,5565,26857,19233,13919,10192,5636
"도봉구","소계",등록외국인,51,25,9,1,3,51,25,10,1,3
"도봉구","창1동",계,1886,1321,961,773,432,1921,1354,972,754,434
"도봉구","창1동",한국인,1880,1315,960,773,431,1914,1348,971,754,433
"도봉구","창1동",등록외국인,6,6,1,-,1,7,6,1,-,1
"도봉구","창2동",계,2221,1586,1213,853,461,2264,1603,1214,861,471
"도봉구","창2동",한국인,2219,1584,1213,853,461,2262,1601,1214,861,471
"도봉구","창2동",등록외국인,2,2,-,-,-,2,2,-,-,-
"도봉구","창3동",계,1131,816,631,531,225,1136,847,628,517,225
"도봉구","창3동",한국인,1129,815,631,531,225,1134,846,628,517,225
"도봉구","창3동",등록외국인,2,1,-,-,-,2,1,-,-,-
"도봉구","창4동",계,1984,1238,882,639,398,2017,1252,892,632,408
"도봉구","창4동",한국인,1981,1237,881,639,398,2014,1251,891,632,408
"도봉구","창4동",등록외국인,3,1,1,-,-,3,1,1,-,-
"도봉구","창5동",계,1913,1322,908,673,398,1936,1354,915,660,396
"도봉구","창5동",한국인,1912,1322,908,673,398,1935,1354,915,660,396
"도봉구","창5동",등록외국인,1,-,-,-,-,1,-,-,-,-
"도봉구","도봉1동",계,2009,1633,1344,996,487,2029,1644,1361,999,494
"도봉구","도봉1동",한국인,2004,1632,1344,996,486,2024,1643,1361,999,493
"도봉구","도봉1동",등록외국인,5,1,-,-,1,5,1,-,-,1
"도봉구","도봉2동",계,2536,1982,1448,984,577,2535,2042,1460,982,574
"도봉구","도봉2동",한국인,2535,1980,1447,983,577,2534,2040,1459,981,574
"도봉구","도봉2동",등록외국인,1,2,1,1,-,1,2,1,1,-
"도봉구","쌍문1동",계,1796,1284,1001,811,439,1785,1321,1004,808,441
"도봉구","쌍문1동",한국인,1793,1283,1000,811,439,1782,1320,1003,808,441
"도봉구","쌍문1동",등록외국인,3,1,1,-,-,3,1,1,-,-
"도봉구","쌍문2동",계,1617,1161,792,582,336,1605,1191,812,573,334
"도봉구","쌍문2동",한국인,1614,1160,790,582,335,1602,1190,810,573,333
"도봉구","쌍문2동",등록외국인,3,1,2,-,1,3,1,2,-,1
"도봉구","쌍문3동",계,1339,926,771,601,292,1350,938,793,609,298
"도봉구","쌍문3동",한국인,1334,925,770,601,292,1345,937,792,609,298
"도봉구","쌍문3동",등록외국인,5,1,1,-,-,5,1,1,-,-
"도봉구","쌍문4동",계,1558,999,598,445,262,1578,1034,608,441,270
"도봉구","쌍문4동",한국인,1556,996,598,445,262,1576,1031,608,441,270
"도봉구","쌍문4동",등록외국인,2,3,-,-,-,2,3,-,-,-
"도봉구","방학1동",계,2444,1748,1295,947,455,2485,1754,1332,923,470
"도봉구","방학1동",한국인,2435,1744,1293,947,455,2477,1750,1330,923,470
"도봉구","방학1동",등록외국인,9,4,2,-,-,8,4,2,-,-
"도봉구","방학2동",계,1776,1264,925,762,362,1796,1298,929,766,373
"도봉구","방학2동",한국인,1768,1262,925,762,362,1788,1296,929,766,373
"도봉구","방학2동",등록외국인,8,2,-,-,-,8,2,-,-,-
"도봉구","방학3동",계,2432,1605,980,671,444,2471,1626,1009,668,451
"도봉구","방학3동",한국인,2431,1605,980,671,444,2470,1626,1008,668,451
"도봉구","방학3동",등록외국인,1,-,-,-,-,1,-,1,-,-
"노원구","소계",계,35577,25631,18458,13339,7418,35763,26060,18766,13226,7439
"노원구","소계",한국인,35513,25598,18445,13333,7415,35704,26028,18753,13220,7436
"노원구","소계",등록외국인,64,33,13,6,3,59,32,13,6,3
"노원구","월계1동",계,1494,1189,921,632,328,1493,1185,942,623,337
"노원구","월계1동",한국인,1489,1188,921,632,328,1488,1184,942,623,337
"노원구","월계1동",등록외국인,5,1,-,-,-,5,1,-,-,-
"노원구","월계2동",계,2257,1799,1231,887,411,2238,1825,1255,868,428
"노원구","월계2동",한국인,2255,1798,1231,886,411,2236,1824,1255,867,428
"노원구","월계2동",등록외국인,2,1,-,1,-,2,1,-,1,-
"노원구","월계3동",계,2298,1779,1306,908,521,2300,1803,1337,893,527
"노원구","월계3동",한국인,2295,1778,1305,907,521,2298,1802,1336,892,527
"노원구","월계3동",등록외국인,3,1,1,1,-,2,1,1,1,-
"노원구","공릉1동",계,2727,2108,1312,991,460,2752,2138,1344,984,460
"노원구","공릉1동",한국인,2716,2103,1312,991,460,2742,2133,1344,984,460
"노원구","공릉1동",등록외국인,11,5,-,-,-,10,5,-,-,-
"노원구","공릉2동",계,2516,1710,1164,817,444,2507,1753,1172,803,450
"노원구","공릉2동",한국인,2508,1710,1162,816,444,2500,1753,1170,802,450
"노원구","공릉2동",등록외국인,8,-,2,1,-,7,-,2,1,-
"노원구","하계1동",계,1897,1315,908,637,415,1911,1347,914,636,407
"노원구","하계1동",한국인,1894,1313,907,637,415,1908,1346,913,636,407
"노원구","하계1동",등록외국인,3,2,1,-,-,3,1,1,-,-
"노원구","하계2동",계,1314,773,587,380,278,1344,788,587,373,282
"노원구","하계2동",한국인,1314,772,585,380,278,1344,787,585,373,282
"노원구","하계2동",등록외국인,-,1,2,-,-,-,1,2,-,-
"노원구","중계본동",계,1093,657,467,352,203,1109,671,476,349,190
"노원구","중계본동",한국인,1092,654,467,352,203,1108,668,476,349,190
"노원구","중계본동",등록외국인,1,3,-,-,-,1,3,-,-,-
"노원구","중계1동",계,1216,686,461,374,218,1235,700,474,365,217
"노원구","중계1동",한국인,1214,683,460,374,218,1233,697,473,365,217
"노원구","중계1동",등록외국인,2,3,1,-,-,2,3,1,-,-
"노원구","중계4동",계,1332,1071,932,682,342,1323,1083,941,688,336
"노원구","중계4동",한국인,1331,1070,931,680,342,1322,1082,940,686,336
"노원구","중계4동",등록외국인,1,1,1,2,-,1,1,1,2,-
"노원구","중계2.3동",계,2509,1979,1673,1286,705,2544,1948,1720,1276,711
"노원구","중계2.3동",한국인,2505,1978,1673,1285,705,2540,1947,1720,1275,711
"노원구","중계2.3동",등록외국인,4,1,-,1,-,4,1,-,1,-
"노원구","상계1동",계,3243,2200,1543,1060,600,3270,2261,1568,1059,604
"노원구","상계1동",한국인,3240,2195,1541,1060,599,3267,2256,1566,1059,603
"노원구","상계1동",등록외국인,3,5,2,-,1,3,5,2,-,1
"노원구","상계2동",계,1501,1046,682,544,268,1514,1077,701,537,267
"노원구","상계2동",한국인,1498,1046,682,544,268,1511,1077,701,537,267
"노원구","상계2동",등록외국인,3,-,-,-,-,3,-,-,-,-
"노원구","상계3.4동",계,2371,1687,1319,1007,557,2394,1730,1331,1002,559
"노원구","상계3.4동",한국인,2364,1687,1318,1007,557,2387,1730,1330,1002,559
"노원구","상계3.4동",등록외국인,7,-,1,-,-,7,-,1,-,-
"노원구","상계5동",계,1920,1395,1103,861,446,1932,1406,1124,865,436
"노원구","상계5동",한국인,1917,1391,1102,861,446,1929,1402,1123,865,436
"노원구","상계5동",등록외국인,3,4,1,-,-,3,4,1,-,-
"노원구","상계6.7동",계,2021,1437,984,688,452,2005,1471,999,682,452
"노원구","상계6.7동",한국인,2018,1435,984,688,452,2004,1469,999,682,452
"노원구","상계6.7동",등록외국인,3,2,-,-,-,1,2,-,-,-
"노원구","상계8동",계,1162,917,617,407,256,1155,945,622,399,260
"노원구","상계8동",한국인,1161,917,617,407,255,1154,945,622,399,259
"노원구","상계8동",등록외국인,1,-,-,-,1,1,-,-,-,1
"노원구","상계9동",계,1469,1057,724,478,304,1476,1087,728,479,304
"노원구","상계9동",한국인,1466,1054,723,478,303,1473,1084,727,479,303
"노원구","상계9동",등록외국인,3,3,1,-,1,3,3,1,-,1
"노원구","상계10동",계,1237,826,524,348,210,1261,842,531,345,212
"노원구","상계10동",한국인,1236,826,524,348,210,1260,842,531,345,212
"노원구","상계10동",등록외국인,1,-,-,-,-,1,-,-,-,-
"은평구","소계",계,33878,24550,18981,13848,7405,34241,24837,19169,13739,7479
"은평구","소계",한국인,33738,24484,18951,13827,7392,34105,24773,19140,13719,7466
"은평구","소계",등록외국인,140,66,30,21,13,136,64,29,20,13
"은평구","녹번동",계,2695,1991,1584,1171,621,2741,2032,1608,1158,634
"은평구","녹번동",한국인,2677,1979,1577,1167,619,2724,2020,1601,1154,632
"은평구","녹번동",등록외국인,18,12,7,4,2,17,12,7,4,2
"은평구","불광1동",계,2915,2026,1614,1242,714,2787,1956,1514,1156,683
"은평구","불광1동",한국인,2904,2015,1611,1241,714,2777,1946,1511,1155,683
"은평구","불광1동",등록외국인,11,11,3,1,-,10,10,3,1,-
"은평구","불광2동",계,2322,1645,1311,1026,496,2406,1659,1324,1022,518
"은평구","불광2동",한국인,2316,1641,1308,1024,495,2401,1655,1321,1020,517
"은평구","불광2동",등록외국인,6,4,3,2,1,5,4,3,2,1
"은평구","갈현1동",계,1162,815,665,471,229,1172,831,685,461,226
"은평구","갈현1동",한국인,1159,814,662,471,229,1167,830,682,461,226
"은평구","갈현1동",등록외국인,3,1,3,-,-,5,1,3,-,-
"은평구","갈현2동",계,2042,1401,1179,772,443,2070,1436,1220,770,444
"은평구","갈현2동",한국인,2039,1399,1177,772,443,2067,1434,1217,770,444
"은평구","갈현2동",등록외국인,3,2,2,-,-,3,2,3,-,-
"은평구","구산동",계,2480,1774,1336,957,521,2487,1841,1361,955,525
"은평구","구산동",한국인,2469,1769,1336,955,520,2476,1836,1361,953,524
"은평구","구산동",등록외국인,11,5,-,2,1,11,5,-,2,1
"은평구","대조동",계,1827,1332,1152,897,470,1884,1348,1170,896,480
"은평구","대조동",한국인,1812,1328,1150,896,470,1871,1344,1169,895,480
"은평구","대조동",등록외국인,15,4,2,1,-,13,4,1,1,-
"은평구","응암1동",계,2029,1445,1201,853,444,2078,1461,1210,875,453
"은평구","응암1동",한국인,2011,1439,1200,851,444,2060,1455,1209,874,453
"은평구","응암1동",등록외국인,18,6,1,2,-,18,6,1,1,-
"은평구","응암2동",계,1553,1142,852,597,327,1558,1142,877,588,340
"은평구","응암2동",한국인,1544,1138,850,596,324,1549,1138,875,587,337
"은평구","응암2동",등록외국인,9,4,2,1,3,9,4,2,1,3
"은평구","응암3동",계,1906,1491,1231,972,554,1951,1499,1245,964,555
"은평구","응암3동",한국인,1900,1490,1229,971,554,1945,1498,1243,963,555
"은평구","응암3동",등록외국인,6,1,2,1,-,6,1,2,1,-
"은평구","역촌동",계,3358,2603,1912,1411,702,3420,2636,1942,1406,713
"은평구","역촌동",한국인,3345,2597,1911,1407,699,3406,2630,1942,1402,710
"은평구","역촌동",등록외국인,13,6,1,4,3,14,6,-,4,3
"은평구","신사1동",계,2116,1439,1137,824,399,2149,1449,1154,818,405
"은평구","신사1동",한국인,2104,1436,1137,824,399,2139,1447,1154,818,405
"은평구","신사1동",등록외국인,12,3,-,-,-,10,2,-,-,-
"은평구","신사2동",계,1544,1171,795,539,295,1588,1202,825,540,300
"은평구","신사2동",한국인,1537,1170,794,538,294,1581,1201,824,539,299
"은평구","신사2동",등록외국인,7,1,1,1,1,7,1,1,1,1
"은평구","증산동",계,1102,883,629,439,231,1088,890,626,434,228
"은평구","증산동",한국인,1100,883,628,438,231,1086,890,625,433,228
"은평구","증산동",등록외국인,2,-,1,1,-,2,-,1,1,-
"은평구","수색동",계,1342,888,584,439,234,1350,903,592,444,238
"은평구","수색동",한국인,1338,886,584,439,233,1346,901,592,444,237
"은평구","수색동",등록외국인,4,2,-,-,1,4,2,-,-,1
"은평구","진관동",계,3485,2504,1799,1238,725,3512,2552,1816,1252,737
"은평구","진관동",한국인,3483,2500,1797,1237,724,3510,2548,1814,1251,736
"은평구","진관동",등록외국인,2,4,2,1,1,2,4,2,1,1
"서대문구","소계",계,20318,14270,11313,8874,5183,20472,14432,11464,8767,5195
"서대문구","소계",한국인,20073,14126,11237,8816,5157,20226,14289,11386,8710,5168
"서대문구","소계",등록외국인,245,144,76,58,26,246,143,78,57,27
"서대문구","천연동",계,1124,800,672,509,348,1155,805,677,503,348
"서대문구","천연동",한국인,1114,797,671,508,348,1146,802,676,502,348
"서대문구","천연동",등록외국인,10,3,1,1,-,9,3,1,1,-
"서대문구","북아현동",계,906,608,399,357,210,913,601,406,343,206
"서대문구","북아현동",한국인,896,601,397,356,209,902,594,404,342,205
"서대문구","북아현동",등록외국인,10,7,2,1,1,11,7,2,1,1
"서대문구","충현동",계,1372,858,634,500,318,1372,878,636,503,315
"서대문구","충현동",한국인,1365,853,633,500,318,1365,873,634,503,315
"서대문구","충현동",등록외국인,7,5,1,-,-,7,5,2,-,-
"서대문구","신촌동",계,671,493,443,355,240,669,497,443,352,244
"서대문구","신촌동",한국인,654,484,436,354,238,652,489,436,351,242
"서대문구","신촌동",등록외국인,17,9,7,1,2,17,8,7,1,2
"서대문구","연희동",계,2091,1493,1263,1065,560,2104,1516,1274,1050,561
"서대문구","연희동",한국인,1984,1432,1221,1031,541,1996,1452,1230,1015,542
"서대문구","연희동",등록외국인,107,61,42,34,19,108,64,44,35,19
"서대문구","홍제1동",계,1806,1306,1004,774,459,1805,1312,1017,774,467
"서대문구","홍제1동",한국인,1795,1295,1002,767,458,1794,1301,1015,767,466
"서대문구","홍제1동",등록외국인,11,11,2,7,1,11,11,2,7,1
"서대문구","홍제3동",계,1345,948,792,670,408,1347,971,795,672,411
"서대문구","홍제3동",한국인,1332,947,792,670,408,1333,969,795,672,411
"서대문구","홍제3동",등록외국인,13,1,-,-,-,14,2,-,-,-
"서대문구","홍제2동",계,983,648,534,401,245,984,646,535,393,250
"서대문구","홍제2동",한국인,981,646,533,400,244,982,644,534,392,249
"서대문구","홍제2동",등록외국인,2,2,1,1,1,2,2,1,1,1
"서대문구","홍은1동",계,1830,1272,959,730,445,1876,1288,987,714,443
"서대문구","홍은1동",한국인,1821,1271,957,727,445,1868,1287,985,711,443
"서대문구","홍은1동",등록외국인,9,1,2,3,-,8,1,2,3,-
"서대문구","홍은2동",계,2092,1356,1054,803,494,2103,1384,1067,793,491
"서대문구","홍은2동",한국인,2069,1343,1048,801,492,2080,1372,1062,791,488
"서대문구","홍은2동",등록외국인,23,13,6,2,2,23,12,5,2,3
"서대문구","남가좌1동",계,852,580,466,355,219,858,618,466,356,218
"서대문구","남가좌1동",한국인,846,566,463,352,219,853,604,463,354,218
"서대문구","남가좌1동",등록외국인,6,14,3,3,-,5,14,3,2,-
"서대문구","남가좌2동",계,1694,1299,1048,820,445,1725,1309,1070,813,436
"서대문구","남가좌2동",한국인,1680,1293,1043,817,445,1711,1304,1065,811,436
"서대문구","남가좌2동",등록외국인,14,6,5,3,-,14,5,5,2,-
"서대문구","북가좌1동",계,1117,844,640,476,267,1119,854,655,455,267
"서대문구","북가좌1동",한국인,1113,842,640,474,267,1115,852,655,455,267
"서대문구","북가좌1동",등록외국인,4,2,-,2,-,4,2,-,-,-
"서대문구","북가좌2동",계,2435,1765,1405,1059,525,2442,1753,1436,1046,538
"서대문구","북가좌2동",한국인,2423,1756,1401,1059,525,2429,1746,1432,1044,538
"서대문구","북가좌2동",등록외국인,12,9,4,-,-,13,7,4,2,-
"마포구","소계",계,20389,14200,11167,8858,4889,20528,14457,11203,8781,4943
"마포구","소계",한국인,20196,14071,11103,8829,4879,20342,14326,11141,8754,4931
"마포구","소계",등록외국인,193,129,64,29,10,186,131,62,27,12
"마포구","아현동",계,1546,969,612,494,308,1556,975,624,501,310
"마포구","아현동",한국인,1538,957,602,492,307,1548,963,614,499,308
"마포구","아현동",등록외국인,8,12,10,2,1,8,12,10,2,2
"마포구","공덕동",계,2291,1505,1187,924,607,2321,1546,1175,920,601
"마포구","공덕동",한국인,2268,1494,1182,922,605,2301,1534,1170,918,599
"마포구","공덕동",등록외국인,23,11,5,2,2,20,12,5,2,2
"마포구","도화동",계,1378,936,707,570,363,1394,930,698,565,371
"마포구","도화동",한국인,1367,927,700,568,363,1383,921,691,563,370
"마포구","도화동",등록외국인,11,9,7,2,-,11,9,7,2,1
"마포구","용강동",계,1079,765,575,475,267,1086,790,567,478,273
"마포구","용강동",한국인,1072,759,569,473,267,1080,784,561,476,273
"마포구","용강동",등록외국인,7,6,6,2,-,6,6,6,2,-
"마포구","대흥동",계,700,482,346,326,178,701,480,355,316,183
"마포구","대흥동",한국인,694,480,345,324,177,695,476,354,314,182
"마포구","대흥동",등록외국인,6,2,1,2,1,6,4,1,2,1
"마포구","염리동",계,750,521,409,338,200,768,530,413,328,201
"마포구","염리동",한국인,744,516,407,336,200,761,525,411,326,201
"마포구","염리동",등록외국인,6,5,2,2,-,7,5,2,2,-
"마포구","신수동",계,1274,853,674,549,308,1269,864,680,536,306
"마포구","신수동",한국인,1265,852,674,548,308,1260,863,680,535,306
"마포구","신수동",등록외국인,9,1,-,1,-,9,1,-,1,-
"마포구","서강동",계,1271,875,655,559,316,1284,888,659,543,321
"마포구","서강동",한국인,1263,871,653,558,316,1277,885,657,542,321
"마포구","서강동",등록외국인,8,4,2,1,-,7,3,2,1,-
"마포구","서교동",계,1097,787,724,515,293,1113,797,720,510,301
"마포구","서교동",한국인,1078,775,721,514,293,1094,785,717,509,301
"마포구","서교동",등록외국인,19,12,3,1,-,19,12,3,1,-
"마포구","합정동",계,917,629,546,415,226,909,656,527,421,225
"마포구","합정동",한국인,913,623,545,415,226,904,650,526,421,225
"마포구","합정동",등록외국인,4,6,1,-,-,5,6,1,-,-
"마포구","망원1동",계,1177,864,745,556,283,1208,870,751,554,283
"마포구","망원1동",한국인,1167,859,743,555,283,1198,863,749,553,283
"마포구","망원1동",등록외국인,10,5,2,1,-,10,7,2,1,-
"마포구","망원2동",계,1115,817,680,540,243,1100,828,693,535,239
"마포구","망원2동",한국인,1106,815,679,538,243,1090,826,692,533,239
"마포구","망원2동",등록외국인,9,2,1,2,-,10,2,1,2,-
"마포구","연남동",계,851,599,480,394,204,862,611,485,396,208
"마포구","연남동",한국인,805,562,463,386,201,818,574,469,389,205
"마포구","연남동",등록외국인,46,37,17,8,3,44,37,16,7,3
"마포구","성산1동",계,1107,814,591,498,241,1103,834,600,496,252
"마포구","성산1동",한국인,1102,805,587,495,238,1098,826,596,494,249
"마포구","성산1동",등록외국인,5,9,4,3,3,5,8,4,2,3
"마포구","성산2동",계,2176,1638,1360,1082,507,2197,1669,1371,1067,524
"마포구","성산2동",한국인,2169,1633,1359,1082,507,2191,1665,1371,1067,524
"마포구","성산2동",등록외국인,7,5,1,-,-,6,4,-,-,-
"마포구","상암동",계,1660,1146,876,623,345,1657,1189,885,615,345
"마포구","상암동",한국인,1645,1143,874,623,345,1644,1186,883,615,345
"마포구","상암동",등록외국인,15,3,2,-,-,13,3,2,-,-
"양천구","소계",계,30447,21960,14995,9287,4773,30631,22392,15278,9181,4830
"양천구","소계",한국인,30321,21895,14965,9280,4769,30510,22329,15250,9174,4826
"양천구","소계",등록외국인,126,65,30,7,4,121,63,28,7,4
"양천구","목1동",계,1481,1036,724,430,221,1483,1077,724,425,226
"양천구","목1동",한국인,1477,1032,722,428,221,1480,1073,722,423,226
"양천구","목1동",등록외국인,4,4,2,2,-,3,4,2,2,-
"양천구","목2동",계,1954,1359,852,543,278,2000,1369,864,546,283
"양천구","목2동",한국인,1950,1356,847,542,278,1996,1367,860,545,283
"양천구","목2동",등록외국인,4,3,5,1,-,4,2,4,1,-
"양천구","목3동",계,1645,1092,748,424,250,1649,1122,761,425,253
"양천구","목3동",한국인,1642,1088,745,424,249,1646,1118,758,425,252
"양천구","목3동",등록외국인,3,4,3,-,1,3,4,3,-,1
"양천구","목4동",계,1352,987,750,467,249,1366,992,762,454,253
"양천구","목4동",한국인,1349,985,748,467,249,1363,990,760,454,253
"양천구","목4동",등록외국인,3,2,2,-,-,3,2,2,-,-
"양천구","목5동",계,2245,1525,982,511,302,2251,1592,970,515,305
"양천구","목5동",한국인,2243,1525,982,510,302,2249,1592,970,514,305
"양천구","목5동",등록외국인,2,-,-,1,-,2,-,-,1,-
"양천구","신월1동",계,1895,1356,973,577,249,1896,1375,1009,570,258
"양천구","신월1동",한국인,1880,1350,972,577,249,1884,1369,1008,570,258
"양천구","신월1동",등록외국인,15,6,1,-,-,12,6,1,-,-
"양천구","신월2동",계,1767,1314,922,516,238,1774,1353,938,509,234
"양천구","신월2동",한국인,1758,1312,921,514,238,1767,1351,937,507,234
"양천구","신월2동",등록외국인,9,2,1,2,-,7,2,1,2,-
"양천구","신월3동",계,1324,914,672,453,223,1306,927,681,449,218
"양천구","신월3동",한국인,1318,911,672,452,223,1299,924,681,448,218
"양천구","신월3동",등록외국인,6,3,-,1,-,7,3,-,1,-
"양천구","신월4동",계,1450,1067,745,463,218,1406,1096,760,464,218
"양천구","신월4동",한국인,1448,1067,745,463,218,1404,1096,760,464,218
"양천구","신월4동",등록외국인,2,-,-,-,-,2,-,-,-,-
"양천구","신월5동",계,1101,773,527,359,153,1138,784,537,351,155
"양천구","신월5동",한국인,1100,767,526,359,152,1137,778,536,351,154
"양천구","신월5동",등록외국인,1,6,1,-,1,1,6,1,-,1
"양천구","신월6동",계,867,666,393,275,112,893,672,405,270,116
"양천구","신월6동",한국인,866,665,393,275,112,892,671,405,270,116
