"동별(1)","동별(2)",항목,2025 3/4,2025 3/4,2025 3/4,2025 3/4,2025 3/4,2025 4/4,2025 4/4,2025 4/4,2025 4/4,2025 4/4
"서초구","방배1동",한국인,1044,845,686,475,217,1046,859,687,472,225
"서초구","방배1동",등록외국인,4,3,-,-,1,3,2,-,-,1
"서초구","방배2동",계,1342,953,804,526,218,1330,979,800,531,219
"서초구","방배2동",한국인,1338,952,801,525,218,1327,978,797,530,219
"서초구","방배2동",등록외국인,4,1,3,1,-,3,1,3,1,-
"서초구","방배3동",계,1137,870,623,364,199,1129,888,628,360,203
"서초구","방배3동",한국인,1135,867,623,364,199,1126,885,628,360,203
"서초구","방배3동",등록외국인,2,3,-,-,-,3,3,-,-,-
"서초구","방배4동",계,1225,927,814,567,319,1295,968,853,581,343
"서초구","방배4동",한국인,1218,926,813,567,318,1288,967,851,581,342
"서초구","방배4동",등록외국인,7,1,1,-,1,7,1,2,-,1
"서초구","양재1동",계,2911,2249,1589,917,469,2920,2282,1611,923,476
"서초구","양재1동",한국인,2899,2245,1587,916,468,2910,2278,1609,922,475
"서초구","양재1동",등록외국인,12,4,2,1,1,10,4,2,1,1
"서초구","양재2동",계,1336,941,638,423,179,1344,960,647,415,177
"서초구","양재2동",한국인,1330,940,636,423,178,1340,959,645,415,176
"서초구","양재2동",등록외국인,6,1,2,-,1,4,1,2,-,1
"서초구","내곡동",계,1243,990,772,424,238,1239,1024,770,432,234
"서초구","내곡동",한국인,1239,990,772,424,238,1235,1024,770,432,234
"서초구","내곡동",등록외국인,4,-,-,-,-,4,-,-,-,-
"강남구","소계",계,31188,24839,18538,11416,5638,31363,25302,18905,11434,5714
"강남구","소계",한국인,31103,24794,18510,11406,5628,31278,25256,18879,11423,5704
"강남구","소계",등록외국인,85,45,28,10,10,85,46,26,11,10
"강남구","신사동",계,826,764,701,507,294,831,769,695,500,294
"강남구","신사동",한국인,825,761,700,507,294,830,766,694,500,294
"강남구","신사동",등록외국인,1,3,1,-,-,1,3,1,-,-
"강남구","논현1동",계,1024,814,619,431,229,1026,813,640,430,228
"강남구","논현1동",한국인,1017,812,618,431,228,1020,811,639,430,227
"강남구","논현1동",등록외국인,7,2,1,-,1,6,2,1,-,1
"강남구","논현2동",계,991,816,725,489,218,998,838,735,491,220
"강남구","논현2동",한국인,985,812,722,489,218,992,833,732,491,220
"강남구","논현2동",등록외국인,6,4,3,-,-,6,5,3,-,-
"강남구","압구정동",계,1487,1319,1206,845,468,1498,1338,1199,837,471
"강남구","압구정동",한국인,1482,1318,1205,844,467,1493,1337,1198,836,470
"강남구","압구정동",등록외국인,5,1,1,1,1,5,1,1,1,1
"강남구","청담동",계,1438,1034,812,552,250,1585,1146,892,586,281
"강남구","청담동",한국인,1433,1032,812,551,249,1580,1143,892,585,280
"강남구","청담동",등록외국인,5,2,-,1,1,5,3,-,1,1
"강남구","삼성1동",계,842,724,541,342,162,852,723,543,340,157
"강남구","삼성1동",한국인,837,721,539,342,162,847,720,541,340,157
"강남구","삼성1동",등록외국인,5,3,2,-,-,5,3,2,-,-
"강남구","삼성2동",계,1243,1046,891,667,280,1244,1066,908,665,281
"강남구","삼성2동",한국인,1237,1043,890,666,280,1238,1063,907,664,281
"강남구","삼성2동",등록외국인,6,3,1,1,-,6,3,1,1,-
"강남구","대치1동",계,1001,804,583,300,164,1007,814,589,299,166
"강남구","대치1동",한국인,999,802,579,300,164,1005,812,585,299,166
"강남구","대치1동",등록외국인,2,2,4,-,-,2,2,4,-,-
"강남구","대치2동",계,2131,1733,1159,590,241,2138,1760,1186,600,260
"강남구","대치2동",한국인,2127,1733,1157,589,241,2134,1760,1185,599,260
"강남구","대치2동",등록외국인,4,-,2,1,-,4,-,1,1,-
"강남구","대치4동",계,729,519,495,347,145,742,523,509,345,146
"강남구","대치4동",한국인,726,517,494,347,145,741,521,508,345,146
"강남구","대치4동",등록외국인,3,2,1,-,-,1,2,1,-,-
"강남구","역삼1동",계,1439,997,783,525,263,1452,998,809,523,262
"강남구","역삼1동",한국인,1432,989,782,523,261,1444,990,808,520,260
"강남구","역삼1동",등록외국인,7,8,1,2,2,8,8,1,3,2
"강남구","역삼2동",계,1211,1010,907,575,274,1195,1025,924,571,280
"강남구","역삼2동",한국인,1209,1010,907,574,274,1193,1025,923,570,280
"강남구","역삼2동",등록외국인,2,-,-,1,-,2,-,1,1,-
"강남구","도곡1동",계,1219,907,643,366,206,1224,934,651,361,200
"강남구","도곡1동",한국인,1217,904,643,365,206,1222,931,651,360,200
"강남구","도곡1동",등록외국인,2,3,-,1,-,2,3,-,1,-
"강남구","도곡2동",계,1710,1513,1176,729,382,1708,1538,1202,725,388
"강남구","도곡2동",한국인,1708,1512,1174,728,380,1706,1537,1200,724,386
"강남구","도곡2동",등록외국인,2,1,2,1,2,2,1,2,1,2
"강남구","개포1동",계,1629,1284,801,420,180,1639,1311,816,420,180
"강남구","개포1동",한국인,1625,1284,800,420,180,1635,1311,816,420,180
"강남구","개포1동",등록외국인,4,-,1,-,-,4,-,-,-,-
"강남구","개포2동",계,2278,1735,1126,535,227,2267,1761,1153,525,238
"강남구","개포2동",한국인,2276,1735,1125,534,226,2265,1761,1152,524,237
"강남구","개포2동",등록외국인,2,-,1,1,1,2,-,1,1,1
"강남구","개포3동",계,1192,1102,796,423,182,1159,1067,784,426,185
"강남구","개포3동",한국인,1190,1100,796,423,182,1156,1066,784,426,185
"강남구","개포3동",등록외국인,2,2,-,-,-,3,1,-,-,-
"강남구","개포4동",계,1530,1059,710,412,192,1549,1079,727,420,188
"강남구","개포4동",한국인,1522,1056,709,412,190,1541,1076,726,420,186
"강남구","개포4동",등록외국인,8,3,1,-,2,8,3,1,-,2
"강남구","세곡동",계,2756,2038,1458,973,584,2784,2093,1481,974,586
"강남구","세곡동",한국인,2754,2036,1456,973,584,2781,2091,1480,974,586
"강남구","세곡동",등록외국인,2,2,2,-,-,3,2,1,-,-
"강남구","일원본동",계,1530,1123,601,332,155,1524,1158,610,340,158
"강남구","일원본동",한국인,1530,1123,601,332,155,1524,1158,610,340,158
"강남구","일원본동",등록외국인,-,-,-,-,-,-,-,-,-,-
"강남구","일원1동",계,1288,1008,717,437,222,1262,1038,730,426,224
"강남구","일원1동",한국인,1282,1006,714,437,222,1256,1036,727,426,224
"강남구","일원1동",등록외국인,6,2,3,-,-,6,2,3,-,-
"강남구","수서동",계,1694,1490,1088,619,320,1679,1510,1122,630,321
"강남구","수서동",한국인,1690,1488,1087,619,320,1675,1508,1121,630,321
"강남구","수서동",등록외국인,4,2,1,-,-,4,2,1,-,-
"송파구","소계",계,43238,31426,21232,12754,6280,43453,31826,21591,12751,6338
"송파구","소계",한국인,43047,31343,21206,12736,6274,43270,31745,21566,12733,6332
"송파구","소계",등록외국인,191,83,26,18,6,183,81,25,18,6
"송파구","풍납1동",계,1146,787,513,378,186,1151,790,515,363,193
"송파구","풍납1동",한국인,1119,780,509,377,186,1124,785,512,362,193
"송파구","풍납1동",등록외국인,27,7,4,1,-,27,5,3,1,-
"송파구","풍납2동",계,1640,1163,869,501,262,1660,1191,886,504,263
"송파구","풍납2동",한국인,1636,1161,868,501,262,1656,1188,885,504,263
"송파구","풍납2동",등록외국인,4,2,1,-,-,4,3,1,-,-
"송파구","거여1동",계,981,734,563,348,188,997,759,576,328,190
"송파구","거여1동",한국인,978,733,562,348,188,995,757,575,328,190
"송파구","거여1동",등록외국인,3,1,1,-,-,2,2,1,-,-
"송파구","거여2동",계,1773,1298,954,617,277,1775,1345,968,620,289
"송파구","거여2동",한국인,1768,1295,953,617,277,1770,1342,967,620,289
"송파구","거여2동",등록외국인,5,3,1,-,-,5,3,1,-,-
"송파구","마천1동",계,1485,1031,786,569,264,1489,1064,791,560,272
"송파구","마천1동",한국인,1476,1029,785,569,264,1481,1062,790,560,272
"송파구","마천1동",등록외국인,9,2,1,-,-,8,2,1,-,-
"송파구","마천2동",계,1761,1242,867,644,300,1811,1278,873,653,293
"송파구","마천2동",한국인,1756,1241,867,644,299,1807,1277,873,653,292
"송파구","마천2동",등록외국인,5,1,-,-,1,4,1,-,-,1
"송파구","방이1동",계,1001,741,436,285,157,1039,751,456,285,150
"송파구","방이1동",한국인,999,740,434,283,157,1037,750,454,283,150
"송파구","방이1동",등록외국인,2,1,2,2,-,2,1,2,2,-
"송파구","방이2동",계,1496,1152,740,496,196,1513,1172,764,503,205
"송파구","방이2동",한국인,1486,1150,740,496,195,1504,1168,764,503,204
"송파구","방이2동",등록외국인,10,2,-,-,1,9,4,-,-,1
"송파구","오륜동",계,1267,1047,633,284,136,1257,1072,651,293,137
"송파구","오륜동",한국인,1265,1046,633,284,136,1255,1071,651,293,137
"송파구","오륜동",등록외국인,2,1,-,-,-,2,1,-,-,-
"송파구","오금동",계,3033,2115,1381,782,421,3007,2131,1419,786,418
"송파구","오금동",한국인,3024,2109,1379,779,421,2998,2126,1417,783,418
"송파구","오금동",등록외국인,9,6,2,3,-,9,5,2,3,-
"송파구","송파1동",계,1473,1121,685,464,197,1497,1132,708,464,198
"송파구","송파1동",한국인,1465,1113,683,464,197,1491,1124,706,464,198
"송파구","송파1동",등록외국인,8,8,2,-,-,6,8,2,-,-
"송파구","송파2동",계,1379,995,568,346,152,1394,1001,572,341,159
"송파구","송파2동",한국인,1367,993,566,346,152,1383,999,570,341,159
"송파구","송파2동",등록외국인,12,2,2,-,-,11,2,2,-,-
"송파구","석촌동",계,1950,1382,998,624,282,1960,1416,1026,622,283
"송파구","석촌동",한국인,1932,1374,994,623,281,1942,1408,1022,621,282
"송파구","석촌동",등록외국인,18,8,4,1,1,18,8,4,1,1
"송파구","삼전동",계,1744,1243,863,528,238,1764,1256,867,544,242
"송파구","삼전동",한국인,1735,1241,861,528,238,1755,1254,865,544,242
"송파구","삼전동",등록외국인,9,2,2,-,-,9,2,2,-,-
"송파구","가락본동",계,1883,1162,783,456,262,1892,1182,790,453,271
"송파구","가락본동",한국인,1874,1159,783,455,262,1883,1179,790,452,271
"송파구","가락본동",등록외국인,9,3,-,1,-,9,3,-,1,-
"송파구","가락1동",계,1727,1271,801,384,148,1759,1286,850,378,158
"송파구","가락1동",한국인,1724,1268,800,383,148,1755,1284,849,377,158
"송파구","가락1동",등록외국인,3,3,1,1,-,4,2,1,1,-
"송파구","가락2동",계,2103,1362,827,478,283,1953,1259,788,458,266
"송파구","가락2동",한국인,2096,1356,826,477,283,1946,1254,787,457,266
"송파구","가락2동",등록외국인,7,6,1,1,-,7,5,1,1,-
"송파구","문정1동",계,1459,1039,617,348,189,1498,1043,627,350,188
"송파구","문정1동",한국인,1454,1037,617,346,188,1492,1041,627,348,187
"송파구","문정1동",등록외국인,5,2,-,2,1,6,2,-,2,1
"송파구","문정2동",계,1533,1256,904,516,324,1534,1257,918,517,323
"송파구","문정2동",한국인,1530,1255,904,515,324,1531,1256,918,516,323
"송파구","문정2동",등록외국인,3,1,-,1,-,3,1,-,1,-
"송파구","장지동",계,2121,1544,965,590,298,2170,1560,1000,581,301
"송파구","장지동",한국인,2116,1540,965,590,298,2165,1557,1000,581,301
"송파구","장지동",등록외국인,5,4,-,-,-,5,3,-,-,-
"송파구","위례동",계,1811,1145,725,398,211,1845,1161,748,395,211
"송파구","위례동",한국인,1806,1143,725,398,211,1840,1159,748,395,211
"송파구","위례동",등록외국인,5,2,-,-,-,5,2,-,-,-
"송파구","잠실본동",계,1669,1156,819,479,234,1682,1186,818,484,232
"송파구","잠실본동",한국인,1647,1145,818,476,233,1663,1175,817,481,231
"송파구","잠실본동",등록외국인,22,11,1,3,1,19,11,1,3,1
"송파구","잠실2동",계,1408,1133,844,524,231,1420,1142,874,525,225
"송파구","잠실2동",한국인,1405,1131,844,523,231,1417,1140,874,524,225
"송파구","잠실2동",등록외국인,3,2,-,1,-,3,2,-,1,-
"송파구","잠실3동",계,2299,1846,1385,705,300,2291,1878,1397,713,303
"송파구","잠실3동",한국인,2295,1845,1384,705,300,2287,1877,1396,713,303
"송파구","잠실3동",등록외국인,4,1,1,-,-,4,1,1,-,-
"송파구","잠실4동",계,1199,946,600,348,187,1202,967,607,359,189
"송파구","잠실4동",한국인,1198,945,600,348,187,1201,966,607,359,189
"송파구","잠실4동",등록외국인,1,1,-,-,-,1,1,-,-,-
"송파구","잠실6동",계,1195,876,606,354,187,1197,903,602,356,202
"송파구","잠실6동",한국인,1194,875,606,354,186,1196,902,602,356,201
"송파구","잠실6동",등록외국인,1,1,-,-,1,1,1,-,-,1
"송파구","잠실7동",계,702,639,500,308,170,696,644,500,316,177
"송파구","잠실7동",한국인,702,639,500,307,170,696,644,500,315,177
"송파구","잠실7동",등록외국인,-,-,-,1,-,-,-,-,1,-
"강동구","소계",계,36022,25842,17282,10343,4838,36385,26417,17574,10336,4925
"강동구","소계",한국인,35871,25785,17257,10336,4837,36235,26362,17548,10330,4924
"강동구","소계",등록외국인,151,57,25,7,1,150,55,26,6,1
"강동구","강일동",계,2587,1808,1204,725,384,2611,1865,1206,732,383
"강동구","강일동",한국인,2580,1807,1202,724,384,2604,1864,1204,731,383
"강동구","강일동",등록외국인,7,1,2,1,-,7,1,2,1,-
"강동구","상일1동",계,2436,1663,944,466,216,2489,1716,958,467,222
"강동구","상일1동",한국인,2431,1662,942,466,216,2484,1715,956,467,222
"강동구","상일1동",등록외국인,5,1,2,-,-,5,1,2,-,-
"강동구","상일2동",계,692,604,414,289,146,686,613,432,283,144
"강동구","상일2동",한국인,692,602,414,289,146,686,611,432,283,144
"강동구","상일2동",등록외국인,-,2,-,-,-,-,2,-,-,-
"강동구","명일1동",계,1826,1369,886,484,230,1844,1395,880,497,227
"강동구","명일1동",한국인,1824,1366,884,484,230,1842,1392,878,497,227
"강동구","명일1동",등록외국인,2,3,2,-,-,2,3,2,-,-
"강동구","명일2동",계,1246,930,551,235,129,1229,958,554,240,133
"강동구","명일2동",한국인,1244,929,551,234,129,1227,957,554,240,133
"강동구","명일2동",등록외국인,2,1,-,1,-,2,1,-,-,-
"강동구","고덕1동",계,1382,931,570,311,174,1388,968,574,300,169
"강동구","고덕1동",한국인,1382,931,569,311,174,1388,968,573,300,169
"강동구","고덕1동",등록외국인,-,-,1,-,-,-,-,1,-,-
"강동구","고덕2동",계,1539,1092,694,372,180,1514,1124,714,363,179
"강동구","고덕2동",한국인,1533,1092,693,372,180,1509,1124,714,363,179
"강동구","고덕2동",등록외국인,6,-,1,-,-,5,-,-,-,-
"강동구","암사1동",계,2619,1880,1367,909,394,2681,1903,1394,904,401
"강동구","암사1동",한국인,2604,1874,1366,908,394,2665,1897,1393,903,401
"강동구","암사1동",등록외국인,15,6,1,1,-,16,6,1,1,-
"강동구","암사2동",계,1008,718,530,390,146,1015,729,532,398,157
"강동구","암사2동",한국인,1007,718,529,390,146,1014,729,531,398,157
"강동구","암사2동",등록외국인,1,-,1,-,-,1,-,1,-,-
"강동구","암사3동",계,1156,937,549,345,160,1146,952,557,349,161
"강동구","암사3동",한국인,1155,935,549,345,160,1145,950,556,349,161
"강동구","암사3동",등록외국인,1,2,-,-,-,1,2,1,-,-
"강동구","천호1동",계,2291,1620,1221,737,324,2304,1663,1229,754,333
"강동구","천호1동",한국인,2283,1619,1217,736,324,2296,1662,1224,753,333
"강동구","천호1동",등록외국인,8,1,4,1,-,8,1,5,1,-
"강동구","천호2동",계,2582,1825,1351,898,409,2633,1837,1377,892,429
"강동구","천호2동",한국인,2544,1813,1348,898,408,2596,1826,1374,892,428
"강동구","천호2동",등록외국인,38,12,3,-,1,37,11,3,-,1
"강동구","천호3동",계,2017,1385,980,672,288,2064,1420,1011,652,299
"강동구","천호3동",한국인,2002,1377,977,671,288,2048,1412,1008,651,299
"강동구","천호3동",등록외국인,15,8,3,1,-,16,8,3,1,-
"강동구","성내1동",계,1303,972,739,391,192,1335,978,750,392,186
"강동구","성내1동",한국인,1302,971,739,391,192,1334,977,750,392,186
"강동구","성내1동",등록외국인,1,1,-,-,-,1,1,-,-,-
"강동구","성내2동",계,1825,1353,972,616,320,1848,1384,994,623,329
"강동구","성내2동",한국인,1800,1347,968,616,320,1824,1379,990,623,329
"강동구","성내2동",등록외국인,25,6,4,-,-,24,5,4,-,-
"강동구","성내3동",계,1653,1195,890,570,263,1655,1220,888,571,275
"강동구","성내3동",한국인,1644,1193,890,570,263,1646,1218,888,571,275
"강동구","성내3동",등록외국인,9,2,-,-,-,9,2,-,-,-
"강동구","길동",계,3867,2708,1834,1113,494,3911,2738,1880,1108,507
"강동구","길동",한국인,3857,2705,1833,1112,494,3902,2735,1879,1107,507
"강동구","길동",등록외국인,10,3,1,1,-,9,3,1,1,-
"강동구","둔촌1동",계,2056,1424,711,282,110,2084,1492,744,278,120
"강동구","둔촌1동",한국인,2055,1421,711,282,110,2082,1489,744,278,120
"강동구","둔촌1동",등록외국인,1,3,-,-,-,2,3,-,-,-
"강동구","둔촌2동",계,1937,1428,875,538,279,1948,1462,900,533,271
"강동구","둔촌2동",한국인,1932,1423,875,537,279,1943,1457,900,532,271
"강동구","둔촌2동",등록외국인,5,5,-,1,-,5,5,-,1,-
