연도,자치구,동,은행수
2010,구로구,개봉1동,3.0
2010,구로구,개봉2동,3.0
2010,구로구,개봉3동,3.0
2010,구로구,오류1동,4.0
2010,구로구,오류2동,2.0
2010,구로구,수궁동,1.0
2010,금천구,소계,61.0
2010,금천구,가산동,29.0
2010,금천구,독산1동,5.0
2010,금천구,독산2동,3.0
2010,금천구,독산3동,3.0
2010,금천구,독산4동,3.0
2010,금천구,시흥1동,9.0
2010,금천구,시흥2동,2.0
2010,금천구,시흥3동,5.0
2010,금천구,시흥4동,1.0
2010,금천구,시흥5동,1.0
2010,영등포구,소계,157.0
2010,영등포구,영등포본동,1.0
2010,영등포구,영등포동,21.0
2010,영등포구,여의동,79.0
2010,영등포구,당산1동,6.0
2010,영등포구,당산2동,8.0
2010,영등포구,도림동,1.0
2010,영등포구,문래동,12.0
2010,영등포구,양평1동,4.0
2010,영등포구,양평2동,4.0
2010,영등포구,신길1동,2.0
2010,영등포구,신길3동,5.0
2010,영등포구,신길4동,1.0
2010,영등포구,신길6동,2.0
2010,영등포구,신길7동,1.0
2010,영등포구,대림1동,3.0
2010,영등포구,대림2동,1.0
2010,영등포구,대림3동,6.0
2010,동작구,소계,62.0
2010,동작구,노량진1동,8.0
2010,동작구,노량진2동,3.0
2010,동작구,상도1동,6.0
2010,동작구,상도2동,4.0
2010,동작구,상도3동,3.0
2010,동작구,흑석동,8.0
2010,동작구,사당1동,5.0
2010,동작구,사당2동,3.0
2010,동작구,사당3동,4.0
2010,동작구,대방동,6.0
2010,동작구,신대방1동,6.0
2010,동작구,신대방2동,6.0
2010,관악구,소계,63.0
2010,관악구,보라매동,3.0
2010,관악구,청림동,4.0
2010,관악구,성현동,1.0
2010,관악구,행운동,6.0
2010,관악구,낙성대동,4.0
2010,관악구,청룡동,6.0
2010,관악구,은천동,1.0
2010,관악구,중앙동,5.0
2010,관악구,인헌동,5.0
2010,관악구,남현동,1.0
2010,관악구,서원동,3.0
2010,관악구,신원동,1.0
2010,관악구,서림동,2.0
2010,관악구,신사동,2.0
2010,관악구,신림동,4.0
2010,관악구,난향동,2.0
2010,관악구,조원동,2.0
2010,관악구,대학동,5.0
2010,관악구,미성동,4.0
2010,관악구,난곡동,2.0
2010,서초구,소계,243.0
2010,서초구,서초1동,36.0
2010,서초구,서초2동,26.0
2010,서초구,서초3동,26.0
2010,서초구,서초4동,18.0
2010,서초구,잠원동,12.0
2010,서초구,반포본동,7.0
2010,서초구,반포1동,13.0
2010,서초구,반포2동,8.0
2010,서초구,반포3동,8.0
2010,서초구,반포4동,20.0
2010,서초구,방배본동,8.0
2010,서초구,방배1동,7.0
2010,서초구,방배2동,2.0
2010,서초구,방배3동,6.0
2010,서초구,방배4동,18.0
2010,서초구,양재1동,13.0
2010,서초구,양재2동,15.0
2010,강남구,소계,405.0
2010,강남구,신사동,43.0
2010,강남구,논현1동,19.0
2010,강남구,논현2동,33.0
2010,강남구,압구정동,6.0
2010,강남구,청담동,19.0
2010,강남구,삼성1동,35.0
2010,강남구,삼성2동,19.0
2010,강남구,대치1동,17.0
2010,강남구,대치2동,39.0
2010,강남구,대치4동,24.0
2010,강남구,역삼1동,71.0
2010,강남구,역삼2동,20.0
2010,강남구,도곡1동,4.0
2010,강남구,도곡2동,4.0
2010,강남구,개포1동,2.0
2010,강남구,개포2동,29.0
2010,강남구,개포4동,4.0
2010,강남구,세곡동,1.0
2010,강남구,일원본동,6.0
2010,강남구,일원1동,3.0
2010,강남구,일원2동,4.0
2010,강남구,수서동,3.0
2010,송파구,소계,181.0
2010,송파구,풍납1동,1.0
2010,송파구,풍납2동,4.0
2010,송파구,거여2동,4.0
2010,송파구,마천1동,1.0
2010,송파구,마천2동,2.0
2010,송파구,방이1동,2.0
2010,송파구,방이2동,7.0
2010,송파구,오륜동,10.0
2010,송파구,오금동,7.0
2010,송파구,송파1동,8.0
2010,송파구,송파2동,4.0
2010,송파구,석촌동,12.0
2010,송파구,삼전동,7.0
2010,송파구,가락본동,15.0
2010,송파구,가락1동,3.0
2010,송파구,가락2동,10.0
2010,송파구,문정1동,4.0
2010,송파구,문정2동,9.0
2010,송파구,장지동,6.0
2010,송파구,잠실본동,15.0
2010,송파구,잠실2동,6.0
2010,송파구,잠실3동,12.0
2010,송파구,잠실4동,10.0
2010,송파구,잠실6동,17.0
2010,송파구,잠실7동,5.0
2010,강동구,소계,78.0
2010,강동구,상일동,2.0
2010,강동구,명일1동,8.0
2010,강동구,명일2동,8.0
2010,강동구,고덕2동,2.0
2010,강동구,암사1동,4.0
2010,강동구,암사2동,3.0
2010,강동구,암사3동,4.0
2010,강동구,천호1동,3.0
2010,강동구,천호2동,7.0
2010,강동구,천호3동,3.0
2010,강동구,성내1동,9.0
2010,강동구,성내2동,3.0
2010,강동구,성내3동,5.0
2010,강동구,길동,10.0
2010,강동구,둔촌1동,2.0
2010,강동구,둔촌2동,5.0
2011,서울시 합계,소계,2636.0
2011,종로구,소계,146.0
2011,종로구,청운효자동,4.0
2011,종로구,사직동,24.0
2011,종로구,삼청동,3.0
2011,종로구,부암동,2.0
2011,종로구,평창동,4.0
2011,종로구,무악동,1.0
2011,종로구,교남동,2.0
2011,종로구,가회동,6.0
2011,종로구,종로1.2.3.4가동,63.0
2011,종로구,종로5.6가동,13.0
2011,종로구,이화동,6.0
2011,종로구,혜화동,4.0
2011,종로구,명륜3가동,1.0
2011,종로구,창신1동,5.0
2011,종로구,창신2동,2.0
2011,종로구,숭인1동,1.0
2011,종로구,숭인2동,5.0
2011,중구,소계,222.0
2011,중구,소공동,46.0
2011,중구,회현동,25.0
2011,중구,명동,75.0
2011,중구,필동,8.0
2011,중구,장충동,4.0
2011,중구,광희동,18.0
2011,중구,을지로동,17.0
2011,중구,신당1동,8.0
2011,중구,신당2동,4.0
2011,중구,신당3동,2.0
2011,중구,신당4동,3.0
2011,중구,신당5동,2.0
2011,중구,신당6동,2.0
2011,중구,황학동,6.0
2011,중구,중림동,2.0
2011,용산구,소계,96.0
2011,용산구,후암동,2.0
2011,용산구,용산2가동,2.0
2011,용산구,남영동,9.0
2011,용산구,청파동,3.0
2011,용산구,원효로1동,3.0
2011,용산구,원효로2동,5.0
2011,용산구,효창동,1.0
2011,용산구,한강로동,26.0
2011,용산구,이촌1동,17.0
2011,용산구,이태원1동,8.0
2011,용산구,이태원2동,4.0
2011,용산구,한남동,11.0
2011,용산구,서빙고동,3.0
2011,용산구,보광동,2.0
2011,성동구,소계,63.0
2011,성동구,왕십리2동,1.0
2011,성동구,왕십리도선동,4.0
2011,성동구,마장동,5.0
2011,성동구,사근동,3.0
2011,성동구,행당1동,8.0
2011,성동구,행당2동,2.0
2011,성동구,응봉동,2.0
2011,성동구,금호1가동,1.0
2011,성동구,금호2.3가동,2.0
2011,성동구,금호4가동,4.0
2011,성동구,옥수동,3.0
2011,성동구,성수1가1동,4.0
2011,성동구,성수1가2동,3.0
2011,성동구,성수2가1동,2.0
2011,성동구,성수2가3동,16.0
2011,성동구,용답동,3.0
2011,광진구,소계,69.0
2011,광진구,화양동,10.0
2011,광진구,군자동,4.0
2011,광진구,중곡1동,4.0
2011,광진구,중곡2동,4.0
2011,광진구,중곡3동,1.0
2011,광진구,중곡4동,2.0
2011,광진구,광장동,10.0
2011,광진구,자양1동,3.0
2011,광진구,자양2동,3.0
2011,광진구,자양3동,8.0
2011,광진구,자양4동,2.0
2011,광진구,구의1동,5.0
2011,광진구,구의2동,3.0
2011,광진구,구의3동,10.0
2011,동대문구,소계,72.0
2011,동대문구,용신동,12.0
2011,동대문구,제기동,9.0
2011,동대문구,전농1동,3.0
2011,동대문구,전농2동,4.0
2011,동대문구,답십리1동,8.0
2011,동대문구,답십리2동,1.0
2011,동대문구,장안1동,12.0
2011,동대문구,장안2동,3.0
2011,동대문구,청량리동,7.0
2011,동대문구,회기동,5.0
2011,동대문구,휘경1동,2.0
2011,동대문구,휘경2동,2.0
2011,동대문구,이문1동,4.0
2011,중랑구,소계,38.0
2011,중랑구,면목2동,1.0
2011,중랑구,면목5동,2.0
2011,중랑구,면목본동,3.0
2011,중랑구,면목7동,3.0
2011,중랑구,면목3.8동,1.0
2011,중랑구,상봉1동,1.0
2011,중랑구,상봉2동,4.0
2011,중랑구,중화1동,1.0
2011,중랑구,중화2동,4.0
2011,중랑구,묵1동,4.0
2011,중랑구,묵2동,3.0
2011,중랑구,망우본동,5.0
2011,중랑구,망우3동,1.0
2011,중랑구,신내1동,3.0
2011,중랑구,신내2동,2.0
2011,성북구,소계,78.0
2011,성북구,성북동,4.0
2011,성북구,삼선동,9.0
2011,성북구,동선동,3.0
2011,성북구,돈암2동,4.0
2011,성북구,안암동,6.0
2011,성북구,보문동,4.0
2011,성북구,정릉1동,1.0
2011,성북구,정릉2동,4.0
2011,성북구,정릉3동,1.0
2011,성북구,정릉4동,4.0
2011,성북구,길음1동,7.0
2011,성북구,길음2동,3.0
2011,성북구,종암동,4.0
2011,성북구,월곡1동,6.0
2011,성북구,월곡2동,5.0
2011,성북구,장위1동,2.0
2011,성북구,장위2동,3.0
2011,성북구,장위3동,2.0
2011,성북구,석관동,6.0
2011,강북구,소계,38.0
2011,강북구,삼양동,2.0
2011,강북구,미아동,3.0
2011,강북구,송중동,2.0
2011,강북구,송천동,6.0
2011,강북구,삼각산동,5.0
2011,강북구,번1동,4.0
2011,강북구,번3동,1.0
2011,강북구,수유1동,4.0
2011,강북구,수유2동,2.0
2011,강북구,수유3동,8.0
2011,강북구,우이동,1.0
2011,도봉구,소계,38.0
2011,도봉구,창1동,5.0
2011,도봉구,창2동,1.0
2011,도봉구,창4동,4.0
2011,도봉구,창5동,5.0
2011,도봉구,도봉1동,2.0
2011,도봉구,도봉2동,3.0
2011,도봉구,쌍문1동,2.0
2011,도봉구,쌍문2동,1.0
2011,도봉구,쌍문3동,1.0
2011,도봉구,쌍문4동,2.0
2011,도봉구,방학1동,8.0
2011,도봉구,방학3동,4.0
2011,노원구,소계,72.0
2011,노원구,월계1동,2.0
2011,노원구,월계2동,2.0
2011,노원구,월계3동,3.0
2011,노원구,공릉1동,7.0
2011,노원구,공릉2동,7.0
2011,노원구,하계1동,3.0
2011,노원구,하계2동,1.0
2011,노원구,중계본동,3.0
2011,노원구,중계1동,6.0
2011,노원구,중계4동,2.0
2011,노원구,중계2.3동,4.0
2011,노원구,상계1동,2.0
2011,노원구,상계2동,2.0
2011,노원구,상계3.4동,2.0
2011,노원구,상계5동,2.0
2011,노원구,상계6.7동,15.0
2011,노원구,상계8동,4.0
2011,노원구,상계9동,4.0
2011,노원구,상계10동,1.0
2011,은평구,소계,53.0
2011,은평구,녹번동,2.0
2011,은평구,불광1동,5.0
2011,은평구,불광2동,2.0
2011,은평구,갈현1동,4.0
2011,은평구,갈현2동,3.0
2011,은평구,대조동,7.0
2011,은평구,응암1동,7.0
2011,은평구,응암3동,4.0
2011,은평구,역촌동,4.0
2011,은평구,신사1동,2.0
2011,은평구,증산동,1.0
2011,은평구,수색동,3.0
2011,은평구,진관동,9.0
2011,서대문구,소계,63.0
2011,서대문구,천연동,1.0
2011,서대문구,북아현동,3.0
2011,서대문구,충현동,9.0
2011,서대문구,신촌동,13.0
2011,서대문구,연희동,10.0
2011,서대문구,홍제1동,2.0
2011,서대문구,홍제3동,3.0
2011,서대문구,홍제2동,4.0
2011,서대문구,홍은2동,5.0
2011,서대문구,남가좌1동,4.0
2011,서대문구,남가좌2동,5.0
2011,서대문구,북가좌2동,4.0
2011,마포구,소계,105.0
2011,마포구,아현동,9.0
2011,마포구,공덕동,13.0
2011,마포구,도화동,7.0
2011,마포구,용강동,10.0
2011,마포구,대흥동,5.0
2011,마포구,염리동,1.0
2011,마포구,신수동,2.0
2011,마포구,서강동,4.0
2011,마포구,서교동,27.0
2011,마포구,합정동,3.0
2011,마포구,망원1동,2.0
2011,마포구,망원2동,3.0
2011,마포구,연남동,1.0
2011,마포구,성산1동,3.0
2011,마포구,성산2동,4.0
2011,마포구,상암동,11.0
2011,양천구,소계,85.0
2011,양천구,목1동,16.0
2011,양천구,목2동,2.0
2011,양천구,목3동,4.0
2011,양천구,목4동,3.0
2011,양천구,목5동,14.0
2011,양천구,신월1동,4.0
2011,양천구,신월2동,2.0
2011,양천구,신월3동,1.0
2011,양천구,신월4동,1.0
2011,양천구,신월5동,1.0
2011,양천구,신월6동,2.0
2011,양천구,신월7동,2.0
2011,양천구,신정1동,5.0
2011,양천구,신정2동,1.0
2011,양천구,신정3동,5.0
2011,양천구,신정4동,8.0
2011,양천구,신정6동,8.0
2011,양천구,신정7동,6.0
2011,강서구,소계,81.0
2011,강서구,염창동,6.0
2011,강서구,등촌1동,5.0
2011,강서구,등촌2동,1.0
2011,강서구,등촌3동,7.0
2011,강서구,화곡1동,3.0
2011,강서구,화곡2동,2.0
2011,강서구,화곡3동,3.0
2011,강서구,화곡4동,3.0
2011,강서구,화곡6동,6.0
2011,강서구,화곡8동,3.0
2011,강서구,가양1동,2.0
2011,강서구,가양2동,3.0
2011,강서구,발산1동,7.0
2011,강서구,우장산동,10.0
2011,강서구,공항동,10.0
2011,강서구,방화1동,4.0
2011,강서구,방화2동,4.0
2011,강서구,방화3동,2.0
2011,구로구,소계,76.0
2011,구로구,신도림동,6.0
2011,구로구,구로1동,1.0
2011,구로구,구로2동,12.0
2011,구로구,구로3동,21.0
2011,구로구,구로4동,5.0
2011,구로구,구로5동,8.0
2011,구로구,가리봉동,1.0
2011,구로구,고척1동,4.0
2011,구로구,고척2동,3.0
2011,구로구,개봉1동,3.0
2011,구로구,개봉2동,3.0
2011,구로구,개봉3동,2.0
2011,구로구,오류1동,5.0
2011,구로구,오류2동,1.0
2011,구로구,수궁동,1.0
2011,금천구,소계,62.0
2011,금천구,가산동,30.0
2011,금천구,독산1동,5.0
2011,금천구,독산2동,3.0
2011,금천구,독산3동,3.0
2011,금천구,독산4동,3.0
2011,금천구,시흥1동,9.0
2011,금천구,시흥2동,2.0
2011,금천구,시흥3동,5.0
2011,금천구,시흥4동,1.0
2011,금천구,시흥5동,1.0
2011,영등포구,소계,153.0
2011,영등포구,영등포동,21.0
2011,영등포구,여의동,77.0
2011,영등포구,당산1동,6.0
2011,영등포구,당산2동,8.0
2011,영등포구,도림동,2.0
2011,영등포구,문래동,11.0
2011,영등포구,양평1동,3.0
2011,영등포구,양평2동,3.0
2011,영등포구,신길1동,2.0
2011,영등포구,신길3동,5.0
2011,영등포구,신길4동,1.0
2011,영등포구,신길6동,2.0
2011,영등포구,신길7동,1.0
2011,영등포구,대림1동,3.0
2011,영등포구,대림2동,1.0
2011,영등포구,대림3동,7.0
2011,동작구,소계,62.0
2011,동작구,노량진1동,6.0
2011,동작구,노량진2동,4.0
2011,동작구,상도1동,6.0
2011,동작구,상도2동,4.0
2011,동작구,상도3동,3.0
2011,동작구,상도4동,1.0
2011,동작구,흑석동,7.0
2011,동작구,사당1동,8.0
2011,동작구,사당2동,3.0
2011,동작구,사당3동,3.0
2011,동작구,대방동,6.0
2011,동작구,신대방1동,4.0
2011,동작구,신대방2동,7.0
2011,관악구,소계,61.0
2011,관악구,보라매동,3.0
2011,관악구,청림동,2.0
2011,관악구,행운동,6.0
2011,관악구,낙성대동,3.0
2011,관악구,청룡동,7.0
2011,관악구,은천동,1.0
2011,관악구,중앙동,5.0
2011,관악구,인헌동,5.0
2011,관악구,남현동,1.0
2011,관악구,서원동,3.0
2011,관악구,신원동,1.0
2011,관악구,서림동,2.0
2011,관악구,신사동,2.0
2011,관악구,신림동,5.0
2011,관악구,난향동,1.0
2011,관악구,조원동,2.0
2011,관악구,대학동,7.0
2011,관악구,미성동,3.0
2011,관악구,난곡동,2.0
2011,서초구,소계,242.0
2011,서초구,서초1동,16.0
2011,서초구,서초2동,35.0
2011,서초구,서초3동,36.0
2011,서초구,서초4동,22.0
2011,서초구,잠원동,12.0
2011,서초구,반포본동,7.0
2011,서초구,반포1동,13.0
2011,서초구,반포2동,9.0
2011,서초구,반포3동,7.0
2011,서초구,반포4동,21.0
2011,서초구,방배본동,8.0
2011,서초구,방배1동,5.0
2011,서초구,방배2동,1.0
2011,서초구,방배3동,5.0
2011,서초구,방배4동,17.0
2011,서초구,양재1동,11.0
2011,서초구,양재2동,17.0
2011,강남구,소계,404.0
2011,강남구,신사동,16.0
2011,강남구,논현1동,18.0
2011,강남구,논현2동,32.0
2011,강남구,압구정동,34.0
2011,강남구,청담동,21.0
2011,강남구,삼성1동,35.0
2011,강남구,삼성2동,21.0
2011,강남구,대치1동,18.0
2011,강남구,대치2동,29.0
2011,강남구,대치4동,23.0
2011,강남구,역삼1동,68.0
2011,강남구,역삼2동,21.0
2011,강남구,도곡1동,15.0
2011,강남구,도곡2동,23.0
2011,강남구,개포1동,3.0
2011,강남구,개포2동,8.0
2011,강남구,개포4동,4.0
2011,강남구,일원본동,6.0
2011,강남구,일원1동,3.0
2011,강남구,일원2동,3.0
2011,강남구,수서동,3.0
2011,송파구,소계,177.0
2011,송파구,풍납1동,1.0
2011,송파구,풍납2동,4.0
2011,송파구,거여2동,4.0
2011,송파구,마천1동,1.0
2011,송파구,마천2동,2.0
2011,송파구,방이1동,2.0
2011,송파구,방이2동,7.0
2011,송파구,오륜동,9.0
2011,송파구,오금동,7.0
2011,송파구,송파1동,7.0
2011,송파구,송파2동,4.0
2011,송파구,석촌동,12.0
2011,송파구,삼전동,7.0
2011,송파구,가락본동,13.0
2011,송파구,가락1동,3.0
2011,송파구,가락2동,10.0
2011,송파구,문정1동,4.0
2011,송파구,문정2동,9.0
2011,송파구,장지동,5.0
2011,송파구,잠실본동,14.0
2011,송파구,잠실2동,9.0
2011,송파구,잠실3동,11.0
2011,송파구,잠실4동,9.0
2011,송파구,잠실6동,17.0
2011,송파구,잠실7동,6.0
2011,강동구,소계,80.0
2011,강동구,강일동,2.0
2011,강동구,상일동,2.0
2011,강동구,명일1동,7.0
2011,강동구,명일2동,9.0
2011,강동구,고덕2동,2.0
2011,강동구,암사1동,4.0
2011,강동구,암사2동,3.0
2011,강동구,암사3동,4.0
2011,강동구,천호1동,2.0
2011,강동구,천호2동,7.0
2011,강동구,천호3동,3.0
2011,강동구,성내1동,7.0
2011,강동구,성내2동,4.0
2011,강동구,성내3동,6.0
2011,강동구,길동,9.0
2011,강동구,둔촌1동,2.0
2011,강동구,둔촌2동,7.0
2012,서울시 합계,소계,2667.0
2012,종로구,소계,147.0
2012,종로구,청운효자동,4.0
2012,종로구,사직동,24.0
2012,종로구,삼청동,3.0
2012,종로구,부암동,2.0
2012,종로구,평창동,5.0
2012,종로구,무악동,1.0
2012,종로구,교남동,2.0
2012,종로구,가회동,6.0
2012,종로구,종로1.2.3.4가동,61.0
2012,종로구,종로5.6가동,14.0
2012,종로구,이화동,6.0
2012,종로구,혜화동,6.0
2012,종로구,창신1동,5.0
2012,종로구,창신2동,2.0
2012,종로구,숭인1동,1.0
2012,종로구,숭인2동,5.0
2012,중구,소계,226.0
2012,중구,소공동,49.0
2012,중구,회현동,25.0
2012,중구,명동,79.0
2012,중구,필동,8.0
2012,중구,장충동,4.0
2012,중구,광희동,18.0
2012,중구,을지로동,15.0
2012,중구,신당1동,7.0
2012,중구,신당2동,4.0
2012,중구,신당3동,3.0
2012,중구,신당4동,1.0
2012,중구,신당5동,3.0
2012,중구,신당6동,2.0
2012,중구,황학동,6.0
2012,중구,중림동,2.0
2012,용산구,소계,98.0
2012,용산구,후암동,2.0
2012,용산구,용산2가동,2.0
2012,용산구,남영동,10.0
2012,용산구,청파동,4.0
2012,용산구,원효로1동,3.0
2012,용산구,원효로2동,4.0
2012,용산구,효창동,1.0
2012,용산구,한강로동,26.0
2012,용산구,이촌1동,17.0
2012,용산구,이태원1동,9.0
2012,용산구,이태원2동,4.0
2012,용산구,한남동,12.0
2012,용산구,서빙고동,2.0
2012,용산구,보광동,2.0
2012,성동구,소계,62.0
2012,성동구,왕십리2동,1.0
2012,성동구,왕십리도선동,4.0
2012,성동구,마장동,5.0
2012,성동구,사근동,2.0
2012,성동구,행당1동,9.0
2012,성동구,행당2동,3.0
2012,성동구,응봉동,1.0
2012,성동구,금호1가동,1.0
2012,성동구,금호2.3가동,3.0
2012,성동구,금호4가동,4.0
2012,성동구,옥수동,3.0
2012,성동구,성수1가1동,3.0
2012,성동구,성수1가2동,3.0
2012,성동구,성수2가1동,3.0
2012,성동구,성수2가3동,14.0
2012,성동구,용답동,3.0
2012,광진구,소계,68.0
2012,광진구,화양동,10.0
2012,광진구,군자동,4.0
2012,광진구,중곡1동,4.0
2012,광진구,중곡2동,4.0
2012,광진구,중곡3동,1.0
2012,광진구,중곡4동,2.0
2012,광진구,광장동,10.0
2012,광진구,자양1동,3.0
2012,광진구,자양2동,3.0
2012,광진구,자양3동,7.0
2012,광진구,자양4동,2.0
2012,광진구,구의1동,5.0
2012,광진구,구의2동,3.0
2012,광진구,구의3동,10.0
2012,동대문구,소계,72.0
2012,동대문구,용신동,11.0
2012,동대문구,제기동,9.0
2012,동대문구,전농1동,3.0
2012,동대문구,전농2동,4.0
2012,동대문구,답십리1동,8.0
2012,동대문구,답십리2동,1.0
2012,동대문구,장안1동,12.0
2012,동대문구,장안2동,3.0
2012,동대문구,청량리동,7.0
2012,동대문구,회기동,6.0
2012,동대문구,휘경1동,2.0
2012,동대문구,휘경2동,2.0
2012,동대문구,이문1동,4.0
2012,중랑구,소계,38.0
2012,중랑구,면목2동,1.0
2012,중랑구,면목5동,2.0
2012,중랑구,면목본동,3.0
2012,중랑구,면목7동,3.0
2012,중랑구,면목3.8동,1.0
2012,중랑구,상봉1동,1.0
2012,중랑구,상봉2동,4.0
2012,중랑구,중화1동,1.0
2012,중랑구,중화2동,4.0
2012,중랑구,묵1동,4.0
2012,중랑구,묵2동,3.0
2012,중랑구,망우본동,5.0
2012,중랑구,망우3동,1.0
2012,중랑구,신내1동,2.0
2012,중랑구,신내2동,3.0
2012,성북구,소계,82.0
2012,성북구,성북동,4.0
2012,성북구,삼선동,9.0
2012,성북구,동선동,3.0
2012,성북구,돈암1동,1.0
2012,성북구,돈암2동,4.0
2012,성북구,안암동,8.0
2012,성북구,보문동,4.0
2012,성북구,정릉1동,1.0
2012,성북구,정릉2동,4.0
2012,성북구,정릉3동,1.0
2012,성북구,정릉4동,4.0
2012,성북구,길음1동,8.0
2012,성북구,길음2동,3.0
2012,성북구,종암동,4.0
2012,성북구,월곡1동,6.0
2012,성북구,월곡2동,5.0
2012,성북구,장위1동,2.0
2012,성북구,장위2동,3.0
2012,성북구,장위3동,2.0
2012,성북구,석관동,6.0
2012,강북구,소계,37.0
2012,강북구,미아동,4.0
2012,강북구,송중동,2.0
2012,강북구,송천동,6.0
2012,강북구,삼각산동,4.0
2012,강북구,번1동,4.0
2012,강북구,번3동,1.0
2012,강북구,수유1동,4.0
2012,강북구,수유2동,2.0
2012,강북구,수유3동,8.0
2012,강북구,우이동,1.0
2012,강북구,인수동,1.0
2012,도봉구,소계,38.0
2012,도봉구,창1동,5.0
2012,도봉구,창2동,1.0
2012,도봉구,창4동,4.0
2012,도봉구,창5동,5.0
2012,도봉구,도봉1동,2.0
2012,도봉구,도봉2동,3.0
2012,도봉구,쌍문1동,2.0
2012,도봉구,쌍문2동,1.0
2012,도봉구,쌍문3동,1.0
2012,도봉구,쌍문4동,2.0
2012,도봉구,방학1동,8.0
2012,도봉구,방학3동,4.0
2012,노원구,소계,72.0
2012,노원구,월계1동,3.0
2012,노원구,월계2동,1.0
2012,노원구,월계3동,3.0
2012,노원구,공릉1동,7.0
2012,노원구,공릉2동,8.0
2012,노원구,하계1동,3.0
2012,노원구,하계2동,1.0
2012,노원구,중계본동,3.0
2012,노원구,중계1동,6.0
2012,노원구,중계4동,3.0
2012,노원구,중계2.3동,3.0
2012,노원구,상계1동,2.0
2012,노원구,상계2동,2.0
2012,노원구,상계3.4동,1.0
2012,노원구,상계5동,2.0
2012,노원구,상계6.7동,15.0
2012,노원구,상계8동,3.0
2012,노원구,상계9동,4.0
2012,노원구,상계10동,2.0
2012,은평구,소계,54.0
2012,은평구,녹번동,2.0
2012,은평구,불광1동,5.0
2012,은평구,불광2동,2.0
2012,은평구,갈현1동,4.0
2012,은평구,갈현2동,3.0
2012,은평구,대조동,7.0
2012,은평구,응암1동,7.0
2012,은평구,응암2동,1.0
2012,은평구,응암3동,4.0
2012,은평구,역촌동,4.0
2012,은평구,신사1동,2.0
2012,은평구,증산동,1.0
2012,은평구,수색동,3.0
2012,은평구,진관동,9.0
2012,서대문구,소계,66.0
2012,서대문구,천연동,1.0
2012,서대문구,북아현동,2.0
2012,서대문구,충현동,11.0
2012,서대문구,신촌동,15.0
2012,서대문구,연희동,10.0
2012,서대문구,홍제1동,3.0
2012,서대문구,홍제3동,3.0
2012,서대문구,홍제2동,3.0
2012,서대문구,홍은1동,1.0
2012,서대문구,홍은2동,4.0
2012,서대문구,남가좌1동,4.0
2012,서대문구,남가좌2동,5.0
2012,서대문구,북가좌2동,4.0
2012,마포구,소계,106.0
2012,마포구,아현동,8.0
2012,마포구,공덕동,13.0
2012,마포구,도화동,9.0
2012,마포구,용강동,11.0
2012,마포구,대흥동,4.0
2012,마포구,염리동,1.0
2012,마포구,신수동,2.0
2012,마포구,서강동,4.0
2012,마포구,서교동,27.0
2012,마포구,합정동,3.0
2012,마포구,망원1동,2.0
2012,마포구,망원2동,3.0
2012,마포구,연남동,1.0
2012,마포구,성산1동,3.0
2012,마포구,성산2동,3.0
2012,마포구,상암동,12.0
2012,양천구,소계,86.0
2012,양천구,목1동,16.0
2012,양천구,목2동,2.0
2012,양천구,목3동,4.0
2012,양천구,목4동,3.0
2012,양천구,목5동,14.0
2012,양천구,신월1동,4.0
2012,양천구,신월2동,2.0
2012,양천구,신월3동,1.0
2012,양천구,신월4동,1.0
2012,양천구,신월5동,1.0
2012,양천구,신월6동,2.0
2012,양천구,신월7동,2.0
2012,양천구,신정1동,6.0
2012,양천구,신정2동,2.0
2012,양천구,신정3동,5.0
2012,양천구,신정4동,8.0
2012,양천구,신정6동,8.0
2012,양천구,신정7동,5.0
2012,강서구,소계,81.0
2012,강서구,염창동,5.0
2012,강서구,등촌1동,4.0
2012,강서구,등촌2동,2.0
2012,강서구,등촌3동,8.0
2012,강서구,화곡1동,3.0
2012,강서구,화곡3동,3.0
2012,강서구,화곡4동,3.0
2012,강서구,화곡본동,2.0
2012,강서구,화곡6동,6.0
2012,강서구,화곡8동,3.0
2012,강서구,가양1동,2.0
2012,강서구,가양2동,3.0
2012,강서구,발산1동,8.0
2012,강서구,우장산동,9.0
2012,강서구,공항동,10.0
2012,강서구,방화1동,4.0
2012,강서구,방화2동,4.0
2012,강서구,방화3동,2.0
2012,구로구,소계,78.0
2012,구로구,신도림동,8.0
2012,구로구,구로1동,2.0
2012,구로구,구로2동,12.0
2012,구로구,구로3동,24.0
2012,구로구,구로4동,5.0
2012,구로구,구로5동,6.0
2012,구로구,가리봉동,1.0
2012,구로구,고척1동,3.0
2012,구로구,고척2동,2.0
2012,구로구,개봉1동,3.0
2012,구로구,개봉2동,3.0
2012,구로구,개봉3동,2.0
2012,구로구,오류1동,5.0
2012,구로구,오류2동,1.0
2012,구로구,수궁동,1.0
2012,금천구,소계,68.0
2012,금천구,가산동,34.0
2012,금천구,독산1동,7.0
2012,금천구,독산2동,3.0
2012,금천구,독산3동,3.0
2012,금천구,독산4동,2.0
2012,금천구,시흥1동,10.0
2012,금천구,시흥2동,2.0
2012,금천구,시흥3동,5.0
2012,금천구,시흥4동,1.0
2012,금천구,시흥5동,1.0
2012,영등포구,소계,157.0
2012,영등포구,영등포동,20.0
2012,영등포구,여의동,81.0
2012,영등포구,당산1동,6.0
2012,영등포구,당산2동,8.0
2012,영등포구,도림동,1.0
