acdnt_no,serial_no,acdnt_year,acdnt_dd_dc,dfk_dc,tmzon_div_1_dc,occrrnc_time_dc,x_crdnt,y_crdnt,legaldong_code,legaldong_name,acdnt_hdc,acdnt_dc,road_stle_dc,acdnt_gae_dc,acdnt_age_2_dc,dmge_vhcle_asort_dc,injury_dgree_2_dc,wrngdo_vhcle_asort_dc,lrg_violt_1_dc,wether_sttus_dc,rdse_sttus_dc,dprs_cnt,sep_cnt,slp_cnt,lat,lon
2024032300100239,2024040246,2024,2024년  3월,토요일,주간,13시,947470.0,1951602.0,1144012500,서울특별시 마포구,차대사람,차대사람 - 기타,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.56227920668582,126.90521091749947
2024032300100324,2024040325,2024,2024년  3월,토요일,주간,15시,965627.0,1944645.0,1171010500,서울특별시 송파구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,자전거,기타,맑음, 건조,0,0,1,37.500429641310234,127.11112004550321
2024032300100364,2024040362,2024,2024년  3월,토요일,주간,16시,957451.0,1959191.0,1130510300,서울특별시 강북구,차대차,차대차 - 기타,교차로 - 교차로안,경상사고,51-60세,승합,상해없음,자전거,신호위반,맑음, 건조,0,0,1,37.63119562021584,127.01777891798139
2024032400100045,2024040596,2024,2024년  3월,일요일,야간,05시,963544.0,1958089.0,1135010300,서울특별시 노원구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,맑음, 건조,0,1,0,37.62152504281366,127.08688597929024
2024032400100155,2024040702,2024,2024년  3월,일요일,주간,13시,942908.0,1943200.0,1153010700,서울특별시 구로구,차대사람,차대사람 - 횡단중,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.48627999612775,126.85421209148078
2024032400100371,2024040907,2024,2024년  3월,일요일,야간,20시,964368.0,1945568.0,1171010100,서울특별시 송파구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.50870129544016,127.09683189323493
2024032500100200,2024041155,2024,2024년  3월,월요일,주간,12시,962675.0,1957466.0,1126010400,서울특별시 중랑구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.615874909426594,127.0770706513231
2024032500100299,2024041248,2024,2024년  3월,월요일,주간,15시,959614.0,1956194.0,1129013600,서울특별시 성북구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,경상사고,65세 이상,보행자,경상,승용,보행자보호의무위반,비, 젖음/습기,0,0,1,37.604280704944806,127.04245769572691
2024032500100396,2024041342,2024,2024년  3월,월요일,야간,18시,951246.0,1955105.0,1141011100,서울특별시 서대문구,차대사람,차대사람 - 차도통행중,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,비, 젖음/습기,0,0,1,37.594059840153434,126.94773094187617
2024032500100531,2024041472,2024,2024년  3월,월요일,야간,21시,958714.0,1943168.0,1168011800,서울특별시 강남구,차대사람,차대사람 - 횡단중,기타 - 기타,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,비, 젖음/습기,0,1,0,37.48683353706482,127.03299469528116
2024032600100099,2024041620,2024,2024년  3월,화요일,주간,08시,957644.0,1950559.0,1120011000,서울특별시 성동구,차대사람,차대사람 - 차도통행중,교차로 - 교차로부근,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,비, 젖음/습기,0,0,1,37.553402522601786,127.02046565770443
2024032600100159,2024041678,2024,2024년  3월,화요일,주간,09시,954256.0,1943061.0,1165010100,서울특별시 서초구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승합,보행자보호의무위반,비, 젖음/습기,0,1,0,37.48565903037962,126.98257660916413
2024032600100354,2024041857,2024,2024년  3월,화요일,주간,16시,962686.0,1954759.0,1126010100,서울특별시 중랑구,차대사람,차대사람 - 기타,교차로 - 교차로부근,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.5914764556281,127.07733335874339
2024032600100530,2024042029,2024,2024년  3월,화요일,야간,21시,950411.0,1945218.0,1159010200,서울특별시 동작구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,이륜,보행자보호의무위반,맑음, 건조,0,1,0,37.50490211919106,126.9389411290087
2024032700100290,2024042360,2024,2024년  3월,수요일,주간,15시,942942.0,1943390.0,1153010700,서울특별시 구로구,차대사람,차대사람 - 기타,교차로 - 교차로부근,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.487994589061856,126.8545819219247
2024032700100370,2024042438,2024,2024년  3월,수요일,주간,17시,968617.0,1949362.0,1174010500,서울특별시 강동구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.54305264402198,127.14474534503478
2024032700100492,2024042556,2024,2024년  3월,수요일,야간,20시,947225.0,1939573.0,1154510300,서울특별시 금천구,차대사람,차대사람 - 기타,단일로 - 기타,중상사고,65세 이상,보행자,중상,승합,안전운전불이행,맑음, 건조,0,1,0,37.4538458542252,126.903300610368
2024032800100149,2024042773,2024,2024년  3월,목요일,주간,10시,949545.0,1942631.0,1162010200,서울특별시 관악구,차대사람,차대사람 - 길가장자리구역통행중,기타 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.481537953789214,126.92932093532656
2024032800100279,2024042897,2024,2024년  3월,목요일,주간,15시,960486.0,1946076.0,1168010500,서울특별시 강남구,차대사람,차대사람 - 보도통행중,단일로 - 기타,중상사고,65세 이상,보행자,중상,화물,기타,맑음, 건조,0,1,0,37.513122007591235,127.05288178379959
2024032800100517,2024043129,2024,2024년  3월,목요일,야간,22시,942064.0,1948425.0,1150010300,서울특별시 강서구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,이륜,안전운전불이행,맑음, 건조,0,0,1,37.53332066898916,126.8442540142225
2024032900100047,2024043210,2024,2024년  3월,금요일,주간,06시,950807.0,1944183.0,1159010200,서울특별시 동작구,차대사람,차대사람 - 기타,교차로 - 교차로안,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.49559461082971,126.94349059013146
2024032900100048,2024043211,2024,2024년  3월,금요일,주간,06시,967697.0,1947185.0,1174010800,서울특별시 강동구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승합,안전운전불이행,맑음, 건조,0,0,1,37.523398612668004,127.13442695477788
2024032900100163,2024043322,2024,2024년  3월,금요일,주간,10시,957323.0,1954848.0,1129010800,서울특별시 성북구,차대사람,차대사람 - 횡단중,단일로 - 기타,경상사고,65세 이상,보행자,경상,이륜,안전운전불이행,비, 젖음/습기,0,0,1,37.592045467662494,127.01658175049104
2024032900100257,2024043413,2024,2024년  3월,금요일,주간,13시,961324.0,1962135.0,1135010500,서울특별시 노원구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,중상사고,65세 이상,보행자,중상,화물,보행자보호의무위반,비, 젖음/습기,0,1,0,37.65790165057441,127.06151564367563
2024032900100330,2024043484,2024,2024년  3월,금요일,주간,15시,947222.0,1946383.0,1156012100,서울특별시 영등포구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,부상신고사고,65세 이상,보행자,부상신고,승용,보행자보호의무위반,맑음, 건조,0,0,0,37.515225573673014,126.90277829224823
2024032900100371,2024043523,2024,2024년  3월,금요일,주간,16시,960575.0,1950103.0,1120011500,서울특별시 성동구,차대사람,차대사람 - 횡단중,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.54942255489204,127.05367258950324
2024032900100373,2024043525,2024,2024년  3월,금요일,주간,16시,964900.0,1946151.0,1171010200,서울특별시 송파구,차대사람,차대사람 - 횡단중,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.51397651804252,127.10282337673642
2024032900100561,2024043704,2024,2024년  3월,금요일,야간,21시,957055.0,1952676.0,1111017500,서울특별시 종로구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승합,안전운전불이행,맑음, 건조,0,0,1,37.572456292048805,127.01367347939858
2024032900100600,2024043742,2024,2024년  3월,금요일,야간,22시,965481.0,1946197.0,1171011100,서울특별시 송파구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,기타불명,안전운전불이행,맑음, 건조,0,0,1,37.51441305957037,127.10939542286722
2024033000100027,2024043808,2024,2024년  3월,토요일,야간,02시,950407.0,1954576.0,1141011100,서울특별시 서대문구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,중상사고,65세 이상,보행자,중상,승용,기타,맑음, 건조,0,1,0,37.58924706332815,126.93826328340106
2024033000100087,2024043866,2024,2024년  3월,토요일,주간,08시,959569.0,1953500.0,1123010300,서울특별시 동대문구,차대사람,차대사람 - 기타,단일로 - 기타,중상사고,65세 이상,보행자,중상,건설기계,안전운전불이행,맑음, 건조,0,1,0,37.57999706687596,127.04209669479515
2024033000100162,2024043936,2024,2024년  3월,토요일,주간,11시,962581.0,1955034.0,1126010300,서울특별시 중랑구,차대사람,차대사람 - 기타,단일로 - 기타,중상사고,65세 이상,보행자,중상,승합,안전운전불이행,맑음, 건조,0,1,0,37.593950841989944,127.0761299645532
2024033000100288,2024044054,2024,2024년  3월,토요일,주간,15시,956824.0,1960973.0,1130510300,서울특별시 강북구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,경상사고,65세 이상,보행자,경상,이륜,신호위반,맑음, 건조,0,0,1,37.64722775182301,127.01056781389637
2024033000100322,2024044085,2024,2024년  3월,토요일,주간,16시,948695.0,1955952.0,1138010800,서울특별시 은평구,차대사람,차대사람 - 기타,기타 - 기타,경상사고,65세 이상,보행자,경상,이륜,안전운전불이행,맑음, 건조,0,0,1,37.60155515094915,126.91877601172357
2024033000100470,2024044225,2024,2024년  3월,토요일,야간,21시,966125.0,1945769.0,1171011100,서울특별시 송파구,차대차,차대차 - 추돌,교차로 - 교차로부근,중상사고,61-64세,화물,부상신고,승용,안전운전불이행,맑음, 건조,0,1,0,37.510579178522434,127.11670227327312
2024033100100066,2024044338,2024,2024년  3월,일요일,주간,08시,947423.0,1947199.0,1156010700,서울특별시 영등포구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,맑음, 건조,0,1,0,37.522591782627444,126.90499424367898
2024033100100074,2024044346,2024,2024년  3월,일요일,주간,09시,948688.0,1954692.0,1138010700,서울특별시 은평구,차대사람,차대사람 - 길가장자리구역통행중,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,2,0,37.59019831116718,126.91878505352057
2024033100100075,2024044347,2024,2024년  3월,일요일,주간,09시,966908.0,1949433.0,1174010900,서울특별시 강동구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,맑음, 건조,0,1,0,37.54363281082213,127.12539668125208
2024033100100128,2024044395,2024,2024년  3월,일요일,주간,11시,968019.0,1947929.0,1174010600,서울특별시 강동구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.530115839178414,127.1380385611899
2024033100100131,2024044398,2024,2024년  3월,일요일,주간,11시,964809.0,1940612.0,1168011100,서울특별시 강남구,차대사람,차대사람 - 횡단중,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,맑음, 건조,0,1,0,37.46404746621221,127.1020586179301
2024033100100210,2024044475,2024,2024년  3월,일요일,주간,14시,966831.0,1945621.0,1171011100,서울특별시 송파구,차대사람,차대사람 - 기타,기타 - 기타,경상사고,65세 이상,보행자,경상,승용,보행자보호의무위반,맑음, 건조,0,0,1,37.50927083862114,127.12469722763103
2024033100100235,2024044498,2024,2024년  3월,일요일,주간,15시,959447.0,1955165.0,1123010700,서울특별시 동대문구,차대사람,차대사람 - 기타,기타 - 기타,중상사고,65세 이상,보행자,중상,자전거,안전운전불이행,맑음, 건조,0,1,0,37.59499874773724,127.04062279794614
2024033100100420,2024044675,2024,2024년  3월,일요일,야간,21시,958519.0,1960668.0,1132010500,서울특별시 도봉구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.64455689171935,127.02979862823298
2024040100100045,2024044747,2024,2024년  4월,월요일,주간,07시,947576.0,1953634.0,1138011000,서울특별시 은평구,차대사람,차대사람 - 차도통행중,단일로 - 기타,중상사고,65세 이상,보행자,중상,자전거,안전운전불이행,맑음, 건조,0,1,0,37.580599809871245,126.90626570327233
2024040100100174,2024044871,2024,2024년  4월,월요일,주간,10시,959793.0,1947368.0,1168010400,서울특별시 강남구,차대사람,차대사람 - 기타,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,맑음, 건조,0,1,0,37.52473731630485,127.04496969951752
2024040100100381,2024045064,2024,2024년  4월,월요일,주간,16시,957449.0,1961110.0,1130510300,서울특별시 강북구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,기타,맑음, 건조,0,0,1,37.64849172882198,127.01764443768978
2024040100100541,2024045216,2024,2024년  4월,월요일,야간,20시,958999.0,1961404.0,1132010500,서울특별시 도봉구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승용,보행자보호의무위반,맑음, 건조,0,1,0,37.65121212453173,127.03519808897771
2024040100100578,2024045251,2024,2024년  4월,월요일,야간,22시,957622.0,1955235.0,1129011800,서울특별시 성북구,차대사람,차대사람 - 차도통행중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.595547401053224,127.01994611874787
2024040200100060,2024045335,2024,2024년  4월,화요일,주간,08시,961930.0,1955243.0,1123010900,서울특별시 동대문구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,자전거,안전운전불이행,맑음, 건조,0,0,1,37.595807901867225,127.06874497082642
2024040200100158,2024045430,2024,2024년  4월,화요일,주간,11시,968976.0,1949085.0,1174010500,서울특별시 강동구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.54056807901713,127.14882085522105
2024040200100194,2024045466,2024,2024년  4월,화요일,주간,12시,957356.0,1960434.0,1130510300,서울특별시 강북구,차대사람,차대사람 - 횡단중,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.64239454287012,127.01662971520437
2024040300100032,2024045869,2024,2024년  4월,수요일,야간,05시,942939.0,1943379.0,1153010700,서울특별시 구로구,차대사람,차대사람 - 길가장자리구역통행중,기타 - 기타,경상사고,65세 이상,보행자,경상,기타불명,안전운전불이행,맑음, 건조,0,0,1,37.48789525944889,126.85454884211289
2024040300100134,2024045968,2024,2024년  4월,수요일,주간,09시,949527.0,1957152.0,1138010600,서울특별시 은평구,차대사람,차대사람 - 차도통행중,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,흐림, 건조,0,0,1,37.61241685529215,126.92811833502884
2024040300100309,2024046132,2024,2024년  4월,수요일,주간,16시,958041.0,1956208.0,1129013400,서울특별시 성북구,차대사람,차대사람 - 보도통행중,교차로 - 교차로부근,중상사고,65세 이상,보행자,중상,자전거,기타,맑음, 건조,0,1,0,37.6043364564779,127.02463656481824
2024040300100349,2024046172,2024,2024년  4월,수요일,주간,17시,963264.0,1953107.0,1126010100,서울특별시 중랑구,차대사람,차대사람 - 기타,교차로 - 교차로안,경상사고,65세 이상,보행자,경상,자전거,안전운전불이행,맑음, 건조,0,0,1,37.576609747417685,127.08396324916453
2024040400100253,2024046595,2024,2024년  4월,목요일,주간,14시,947518.0,1953593.0,1138011000,서울특별시 은평구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.580226968787265,126.9056117875327
2024040500100025,2024046931,2024,2024년  4월,금요일,야간,03시,962734.0,1948213.0,1121510500,서울특별시 광진구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,기타불명,안전운전불이행,맑음, 건조,0,0,1,37.53247716404596,127.07820981583657
2024040500100065,2024046970,2024,2024년  4월,금요일,주간,07시,962750.0,1958770.0,1135010300,서울특별시 노원구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,흐림, 건조,0,1,0,37.62763121064242,127.07785399934994
2024040500100090,2024046995,2024,2024년  4월,금요일,주간,08시,969305.0,1943827.0,1171011400,서울특별시 송파구,차대사람,차대사람 - 기타,단일로 - 기타,부상신고사고,65세 이상,보행자,부상신고,승용,안전운전불이행,맑음, 건조,0,0,0,37.49318624472357,127.15276460623649
2024040500100152,2024047055,2024,2024년  4월,금요일,주간,10시,962504.0,1954914.0,1126010200,서울특별시 중랑구,차대사람,차대사람 - 길가장자리구역통행중,단일로 - 기타,경상사고,65세 이상,보행자,경상,화물,안전운전불이행,맑음, 건조,0,0,1,37.59286611339992,127.07526390329609
2024040500100349,2024047241,2024,2024년  4월,금요일,주간,15시,948623.0,1941724.0,1162010200,서울특별시 관악구,차대사람,차대사람 - 횡단중,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.473312119437026,126.91895629788918
2024040500100387,2024047277,2024,2024년  4월,금요일,주간,16시,955213.0,1952520.0,1111015200,서울특별시 종로구,차대사람,차대사람 - 길가장자리구역통행중,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.57096245910436,126.99282419619527
2024040500100446,2024047332,2024,2024년  4월,금요일,주간,17시,944688.0,1946801.0,1147010100,서울특별시 양천구,차대사람,차대사람 - 기타,주차장 - 주차장,부상신고사고,65세 이상,보행자,부상신고,승합,안전운전불이행,맑음, 건조,0,0,0,37.5188445897235,126.87407429007294
2024040500100494,2024047377,2024,2024년  4월,금요일,야간,18시,953756.0,1951561.0,1114011400,서울특별시 중구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승합,안전운전불이행,맑음, 건조,0,0,1,37.56224677797703,126.97638600344538
2024040500100547,2024047426,2024,2024년  4월,금요일,야간,19시,959233.0,1952864.0,1123010200,서울특별시 동대문구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,경상사고,65세 이상,보행자,경상,화물,보행자보호의무위반,맑음, 건조,0,0,1,37.574249814104924,127.03832681706095
2024040500100589,2024047466,2024,2024년  4월,금요일,야간,20시,948117.0,1957365.0,1138010400,서울특별시 은평구,차대사람,차대사람 - 횡단중,기타 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.61425812845866,126.91212805200111
2024040600100002,2024047551,2024,2024년  4월,토요일,야간,00시,948609.0,1957365.0,1138010400,서울특별시 은평구,차대사람,차대사람 - 길가장자리구역통행중,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.61428576733749,126.91770250295708
2024040600100027,2024047575,2024,2024년  4월,토요일,야간,02시,959929.0,1964652.0,1132010800,서울특별시 도봉구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,사망사고,65세 이상,보행자,사망,승용,안전운전불이행,맑음, 건조,1,0,0,37.680527833737536,127.04556214103428
2024040600100225,2024047763,2024,2024년  4월,토요일,주간,13시,960057.0,1953316.0,1123010400,서울특별시 동대문구,차대사람,차대사람 - 횡단중,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.578359935642744,127.0476334381896
2024040600100260,2024047796,2024,2024년  4월,토요일,주간,14시,958396.0,1960617.0,1130510300,서울특별시 강북구,차대사람,차대사람 - 보도통행중,교차로 - 교차로부근,중상사고,51-60세,보행자,중상,승용,안전운전불이행,맑음, 건조,0,2,0,37.64409165657064,127.02840733039567
2024040600100339,2024047871,2024,2024년  4월,토요일,주간,16시,955591.0,1954608.0,1111017000,서울특별시 종로구,차대사람,차대사람 - 길가장자리구역통행중,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,화물,안전운전불이행,맑음, 건조,0,1,0,37.58980032303277,126.9969779813149
2024040600100556,2024048078,2024,2024년  4월,토요일,야간,23시,952393.0,1948668.0,1117011300,서울특별시 용산구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.53610216161038,126.96114132366189
2024040700100082,2024048167,2024,2024년  4월,일요일,주간,09시,948058.0,1952120.0,1144012500,서울특별시 마포구,차대사람,차대사람 - 차도통행중,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,기타, 기타,0,1,0,37.566981340890585,126.91183172098236
2024040700100259,2024048331,2024,2024년  4월,일요일,주간,15시,949329.0,1953674.0,1141011800,서울특별시 서대문구,차대사람,차대사람 - 횡단중,단일로 - 기타,경상사고,65세 이상,보행자,경상,이륜,안전운전불이행,맑음, 건조,0,0,1,37.58105852180535,126.92611581914962
2024040700100292,2024048361,2024,2024년  4월,일요일,주간,16시,947839.0,1953914.0,1138011000,서울특별시 은평구,차대사람,차대사람 - 횡단중,기타 - 기타,중상사고,65세 이상,보행자,중상,개인형이동수단(PM),안전운전불이행,맑음, 건조,0,1,1,37.583138410885816,126.9092242538189
2024040800100159,2024048677,2024,2024년  4월,월요일,주간,11시,949579.0,1956707.0,1138010200,서울특별시 은평구,차대사람,차대사람 - 보도통행중,기타 - 기타,중상사고,65세 이상,보행자,중상,자전거,기타,맑음, 건조,0,1,0,37.608408902376375,126.92873817104682
2024040800100190,2024048706,2024,2024년  4월,월요일,주간,12시,958924.0,1953314.0,1123010300,서울특별시 동대문구,차대사람,차대사람 - 횡단중,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,교차로운행방법위반,맑음, 건조,0,1,0,37.57829204082197,127.03480236472443
2024040800100219,2024048732,2024,2024년  4월,월요일,주간,13시,955991.0,1953520.0,1111016600,서울특별시 종로구,차대사람,차대사람 - 횡단중,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.58001318857533,127.00157402378078
2024040800100317,2024048825,2024,2024년  4월,월요일,주간,16시,950928.0,1945842.0,1159010100,서울특별시 동작구,차대사람,차대사람 - 기타,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.51055401240557,126.94474864976301
2024040800100399,2024048905,2024,2024년  4월,월요일,야간,18시,965980.0,1945840.0,1171011100,서울특별시 송파구,차대사람,차대사람 - 기타,교차로 - 교차로안,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.511213797890896,127.11505833656129
2024040800100430,2024048936,2024,2024년  4월,월요일,야간,19시,948946.0,1953036.0,1141012000,서울특별시 서대문구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,흐림, 건조,0,0,1,37.57528700465134,126.92182274732203
2024040900100172,2024049212,2024,2024년  4월,화요일,주간,11시,953414.0,1951964.0,1114016700,서울특별시 중구,차대사람,차대사람 - 차도통행중,단일로 - 기타,경상사고,65세 이상,보행자,경상,이륜,안전운전불이행,맑음, 건조,0,0,1,37.565861854499175,126.97248812556727
2024040900100175,2024049215,2024,2024년  4월,화요일,주간,11시,959689.0,1953472.0,1123010300,서울특별시 동대문구,차대사람,차대사람 - 기타,기타 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,맑음, 건조,0,0,1,37.579749959649185,127.04345726219634
2024040900100176,2024049216,2024,2024년  4월,화요일,주간,11시,946820.0,1941701.0,1154510200,서울특별시 금천구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,승합,기타,맑음, 건조,0,0,2,37.47300278873228,126.89856809844815
2024040900100179,2024049219,2024,2024년  4월,화요일,주간,11시,965893.0,1946836.0,1171010200,서울특별시 송파구,차대사람,차대사람 - 보도통행중,교차로 - 교차로횡단보도내,경상사고,65세 이상,보행자,경상,기타불명,기타,맑음, 건조,0,0,1,37.52018796961371,127.11402770514783
2024040900100245,2024049281,2024,2024년  4월,화요일,주간,13시,951220.0,1944934.0,1159010300,서울특별시 동작구,차대사람,차대사람 - 기타,기타 - 기타,경상사고,65세 이상,보행자,경상,승용,안전운전불이행,기타, 기타,0,0,1,37.50238547739032,126.94811275150508
2024040900100307,2024049340,2024,2024년  4월,화요일,주간,15시,953997.0,1952131.0,1114010100,서울특별시 중구,차대사람,차대사람 - 기타,단일로 - 기타,부상신고사고,65세 이상,보행자,부상신고,자전거,기타,맑음, 건조,0,0,0,37.56739636906562,126.97907893375402
2024040900100347,2024049380,2024,2024년  4월,화요일,주간,16시,952107.0,1949913.0,1144010300,서울특별시 마포구,차대사람,차대사람 - 횡단중,교차로 - 교차로부근,중상사고,65세 이상,보행자,중상,승합,안전운전불이행,맑음, 건조,0,1,0,37.547308778054685,126.95782299756452
2024041000100194,2024049837,2024,2024년  4월,수요일,주간,13시,953008.0,1949621.0,1117011000,서울특별시 용산구,차대사람,차대사람 - 횡단중,단일로 - 기타,중상사고,65세 이상,보행자,중상,이륜,안전운전불이행,맑음, 건조,0,1,1,37.54472331387915,126.96804114500279
2024041000100196,2024049839,2024,2024년  4월,수요일,주간,13시,961349.0,1954525.0,1123010900,서울특별시 동대문구,차대사람,차대사람 - 기타,기타 - 기타,경상사고,65세 이상,보행자,경상,화물,안전운전불이행,맑음, 건조,0,0,1,37.58931214930805,127.06220151973262
2024041000100273,2024049909,2024,2024년  4월,수요일,주간,15시,946753.0,1940783.0,1154510200,서울특별시 금천구,차대사람,차대사람 - 기타,단일로 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,맑음, 건조,0,1,0,37.46472479803192,126.89787678023441
2024041000100405,2024050036,2024,2024년  4월,수요일,야간,19시,948563.0,1955119.0,1138010700,서울특별시 은평구,차대사람,차대사람 - 횡단중,단일로 - 기타,경상사고,65세 이상,보행자,경상,이륜,안전운전불이행,맑음, 건조,0,0,1,37.59403990679197,126.91733923130565
2024041100100108,2024050215,2024,2024년  4월,목요일,주간,09시,958835.0,1957071.0,1130510100,서울특별시 강북구,차대사람,차대사람 - 기타,단일로 - 기타,경상사고,65세 이상,보행자,경상,자전거,안전운전불이행,맑음, 건조,0,0,1,37.61215073837142,127.0335831321323
2024041100100110,2024050217,2024,2024년  4월,목요일,주간,09시,964083.0,1950690.0,1121510300,서울특별시 광진구,차대사람,차대사람 - 횡단중,교차로 - 교차로횡단보도내,중상사고,65세 이상,보행자,중상,화물,보행자보호의무위반,맑음, 건조,0,1,0,37.55485683203078,127.0933566827891
2024041100100156,2024050262,2024,2024년  4월,목요일,주간,10시,946609.0,1946483.0,1156012100,서울특별시 영등포구,차대사람,차대사람 - 횡단중,기타 - 기타,중상사고,65세 이상,보행자,중상,승용,안전운전불이행,흐림, 건조,0,1,0,37.516091611825175,126.89583483330246
